Date,Times,SMP
20111109,15h,237.46
20111110,15h,148.22
20111111,15h,145.12
20111112,15h,134.28
20111113,15h,124.6
20111114,15h,137.57
20111115,15h,142.38
20111116,15h,146.03
20111117,15h,137.08
20111118,15h,144.88
20111119,15h,132.31
20111120,15h,125.8
20111121,15h,139.31
20111122,15h,155.25
20111123,15h,158.02
20111124,15h,158.05
20111125,15h,197.3
20111126,15h,136.19
20111127,15h,126.31
20111128,15h,184.51
20111129,15h,180.16
20111130,15h,154.1
20111201,15h,152.51
20111202,15h,154.14
20111203,15h,135.15
20111204,15h,127.33
20111205,15h,150.9
20111206,15h,154.85
20111207,15h,157.3
20111208,15h,158.84
20111209,15h,164.17
20111210,15h,133.87
20111211,15h,126.63
20111212,15h,159.24
20111213,15h,156.3
20111214,15h,157.56
20111215,15h,193.53
20111216,15h,201.12
20111217,15h,139.14
20111218,15h,127.77
20111219,15h,155.17
20111220,15h,154.65
20111221,15h,170.61
20111222,15h,235.3
20111223,15h,157.47
20111224,15h,137.37
20111225,15h,129.55
20111226,15h,158.2
20111227,15h,160.1
20111228,15h,155.52
20111229,15h,162.25
20111230,15h,159.22
20111231,15h,132.73
20120101,15h,125.55
20120102,15h,159.74
20120103,15h,159.56
20120104,15h,175.23
20120105,15h,164.85
20120106,15h,175.25
20120107,15h,138.04
20120108,15h,131.52
20120109,15h,182.42
20120110,15h,180.4
20120111,15h,182.15
20120112,15h,175.23
20120113,15h,185.35
20120114,15h,135.05
20120115,15h,130.21
20120116,15h,175.48
20120117,15h,164.85
20120118,15h,177.24
20120119,15h,158.49
20120120,15h,147.87
20120121,15h,132.99
20120122,15h,56.48
20120123,15h,50.33
20120124,15h,54.66
20120125,15h,136.43
20120126,15h,168.51
20120127,15h,158.5
20120128,15h,135.82
20120129,15h,128.25
20120130,15h,176.3
20120131,15h,183.36
20120201,15h,206.71
20120202,15h,215.03
20120203,15h,205.34
20120204,15h,134.2
20120205,15h,126.22
20120206,15h,154.69
20120207,15h,245.12
20120208,15h,281.76
20120209,15h,215.94
20120210,15h,210.46
20120211,15h,140.27
20120212,15h,128.21
20120213,15h,188.23
20120214,15h,175.21
20120215,15h,204.43
20120216,15h,189.91
20120217,15h,171.1
20120218,15h,131.14
20120219,15h,127.4
20120220,15h,159.91
20120221,15h,153.68
20120222,15h,158.79
20120223,15h,171.01
20120224,15h,154.35
20120225,15h,132.53
20120226,15h,128.26
20120227,15h,212.55
20120228,15h,159.67
20120229,15h,152.55
20120301,15h,140.92
20120302,15h,213.95
20120303,15h,155.02
20120304,15h,135.76
20120305,15h,217.37
20120306,15h,215.65
20120307,15h,213.34
20120308,15h,210.57
20120309,15h,209.6
20120310,15h,154.41
20120311,15h,136.46
20120312,15h,221.2
20120313,15h,201.99
20120314,15h,213.73
20120315,15h,211.38
20120316,15h,230.54
20120317,15h,157.74
20120318,15h,134.26
20120319,15h,244.88
20120320,15h,218.75
20120321,15h,213.97
20120322,15h,218.99
20120323,15h,214.84
20120324,15h,152.95
20120325,15h,131.59
20120326,15h,205.18
20120327,15h,206.69
20120328,15h,194.76
20120329,15h,205.6
20120330,15h,213.03
20120331,15h,153.38
20120401,15h,129.57
20120402,15h,157.02
20120403,15h,240.15
20120404,15h,192.62
20120405,15h,198.5
20120406,15h,191.53
20120407,15h,149.27
20120408,15h,129.21
20120409,15h,198.01
20120410,15h,192.39
20120411,15h,156.61
20120412,15h,155.11
20120413,15h,195.81
20120414,15h,144.54
20120415,15h,128.59
20120416,15h,155.8
20120417,15h,195.67
20120418,15h,194.85
20120419,15h,176.5
20120420,15h,178.76
20120421,15h,151.38
20120422,15h,127.56
20120423,15h,153.65
20120424,15h,156.32
20120425,15h,193.17
20120426,15h,186.26
20120427,15h,162.57
20120428,15h,148.22
20120429,15h,126.58
20120430,15h,150.01
20120501,15h,145.96
20120502,15h,173.65
20120503,15h,176.68
20120504,15h,195.41
20120505,15h,162.81
20120506,15h,144.09
20120507,15h,170.35
20120508,15h,184.99
20120509,15h,190.47
20120510,15h,196.84
20120511,15h,168.51
20120512,15h,157.59
20120513,15h,140.93
20120514,15h,191.59
20120515,15h,173.44
20120516,15h,179.62
20120517,15h,173.17
20120518,15h,173.34
20120519,15h,174.09
20120520,15h,143.28
20120521,15h,262.98
20120522,15h,237.38
20120523,15h,220.33
20120524,15h,192.39
20120525,15h,190.68
20120526,15h,171.11
20120527,15h,146.17
20120528,15h,163.22
20120529,15h,219.21
20120530,15h,236.96
20120531,15h,221.81
20120601,15h,200.26
20120602,15h,181.18
20120603,15h,150.23
20120604,15h,180.01
20120605,15h,199.64
20120606,15h,159.65
20120607,15h,223.12
20120608,15h,220.38
20120609,15h,170.7
20120610,15h,152.77
20120611,15h,219.99
20120612,15h,215.83
20120613,15h,200.04
20120614,15h,217.62
20120615,15h,216.42
20120616,15h,171.57
20120617,15h,153.65
20120618,15h,218.35
20120619,15h,180.53
20120620,15h,218.61
20120621,15h,219.1
20120622,15h,220.51
20120623,15h,173.74
20120624,15h,154.68
20120625,15h,221.01
20120626,15h,219.46
20120627,15h,220.49
20120628,15h,219.44
20120629,15h,229.42
20120630,15h,182.68
20120701,15h,166.52
20120702,15h,215.71
20120703,15h,216.15
20120704,15h,214.44
20120705,15h,214.79
20120706,15h,214.78
20120707,15h,184.58
20120708,15h,161.95
20120709,15h,216.0
20120710,15h,205.85
20120711,15h,213.91
20120712,15h,212.87
20120713,15h,215.45
20120714,15h,187.07
20120715,15h,161.71
20120716,15h,216.16
20120717,15h,216.56
20120718,15h,201.65
20120719,15h,202.87
20120720,15h,202.44
20120721,15h,185.04
20120722,15h,169.18
20120723,15h,192.3
20120724,15h,192.32
20120725,15h,217.51
20120726,15h,228.13
20120727,15h,230.32
20120728,15h,193.33
20120729,15h,180.25
20120730,15h,238.15
20120731,15h,211.31
20120801,15h,213.35
20120802,15h,210.95
20120803,15h,215.12
20120804,15h,169.34
20120805,15h,148.87
20120806,15h,174.5
20120807,15h,173.47
20120808,15h,202.58
20120809,15h,214.89
20120810,15h,210.43
20120811,15h,178.64
20120812,15h,151.94
20120813,15h,193.63
20120814,15h,171.17
20120815,15h,167.91
20120816,15h,169.58
20120817,15h,174.0
20120818,15h,150.65
20120819,15h,147.08
20120820,15h,173.03
20120821,15h,196.63
20120822,15h,175.9
20120823,15h,173.71
20120824,15h,172.1
20120825,15h,151.48
20120826,15h,148.33
20120827,15h,170.2
20120828,15h,170.07
20120829,15h,178.21
20120830,15h,175.26
20120831,15h,161.63
20120901,15h,139.54
20120902,15h,140.85
20120903,15h,167.07
20120904,15h,160.59
20120905,15h,157.89
20120906,15h,157.28
20120907,15h,140.73
20120908,15h,139.49
20120909,15h,135.18
20120910,15h,158.34
20120911,15h,140.54
20120912,15h,140.56
20120913,15h,141.13
20120914,15h,140.18
20120915,15h,139.73
20120916,15h,137.51
20120917,15h,140.15
20120918,15h,140.4
20120919,15h,139.26
20120920,15h,140.32
20120921,15h,139.55
20120922,15h,139.96
20120923,15h,133.63
20120924,15h,152.37
20120925,15h,158.36
20120926,15h,153.29
20120927,15h,156.6
20120928,15h,139.41
20120929,15h,62.45
20120930,15h,48.66
20121001,15h,48.62
20121002,15h,129.93
20121003,15h,133.44
20121004,15h,158.19
20121005,15h,174.31
20121006,15h,146.74
20121007,15h,130.61
20121008,15h,201.09
20121009,15h,159.28
20121010,15h,190.93
20121011,15h,173.87
20121012,15h,164.74
20121013,15h,154.87
20121014,15h,133.25
20121015,15h,202.08
20121016,15h,156.61
20121017,15h,183.63
20121018,15h,197.39
20121019,15h,173.87
20121020,15h,134.66
20121021,15h,128.35
20121022,15h,156.77
20121023,15h,156.49
20121024,15h,156.25
20121025,15h,154.55
20121026,15h,153.94
20121027,15h,139.08
20121028,15h,131.39
20121029,15h,196.32
20121030,15h,204.3
20121031,15h,202.95
20121101,15h,170.7
20121102,15h,137.58
20121103,15h,120.87
20121104,15h,114.25
20121105,15h,134.35
20121106,15h,136.51
20121107,15h,181.25
20121108,15h,139.16
20121109,15h,154.21
20121110,15h,123.86
20121111,15h,116.68
20121112,15h,139.39
20121113,15h,179.27
20121114,15h,181.07
20121115,15h,153.75
20121116,15h,174.04
20121117,15h,131.17
20121118,15h,115.91
20121119,15h,141.16
20121120,15h,184.28
20121121,15h,174.65
20121122,15h,169.53
20121123,15h,180.73
20121124,15h,133.96
20121125,15h,115.46
20121126,15h,153.75
20121127,15h,140.49
20121128,15h,139.88
20121129,15h,141.6
20121130,15h,154.47
20121201,15h,143.55
20121202,15h,123.49
20121203,15h,193.33
20121204,15h,187.33
20121205,15h,179.67
20121206,15h,207.37
20121207,15h,211.98
20121208,15h,140.72
20121209,15h,122.56
20121210,15h,204.67
20121211,15h,203.43
20121212,15h,199.25
20121213,15h,199.8
20121214,15h,207.4
20121215,15h,144.34
20121216,15h,123.21
20121217,15h,200.73
20121218,15h,249.92
20121219,15h,186.38
20121220,15h,206.96
20121221,15h,199.32
20121222,15h,142.62
20121223,15h,123.05
20121224,15h,205.2
20121225,15h,121.18
20121226,15h,276.42
20121227,15h,231.98
20121228,15h,202.05
20121229,15h,183.13
20121230,15h,123.5
20121231,15h,145.97
20130101,15h,129.27
20130102,15h,185.54
20130103,15h,182.82
20130104,15h,181.53
20130105,15h,135.62
20130106,15h,131.67
20130107,15h,176.59
20130108,15h,176.32
20130109,15h,206.6
20130110,15h,207.59
20130111,15h,176.72
20130112,15h,143.36
20130113,15h,131.1
20130114,15h,165.64
20130115,15h,181.75
20130116,15h,165.64
20130117,15h,165.64
20130118,15h,159.0
20130119,15h,138.04
20130120,15h,131.94
20130121,15h,177.28
20130122,15h,161.92
20130123,15h,158.91
20130124,15h,159.33
20130125,15h,159.4
20130126,15h,134.93
20130127,15h,129.68
20130128,15h,159.39
20130129,15h,152.65
20130130,15h,156.97
20130131,15h,152.57
20130201,15h,160.69
20130202,15h,140.79
20130203,15h,133.77
20130204,15h,163.78
20130205,15h,160.24
20130206,15h,159.68
20130207,15h,173.02
20130208,15h,155.09
20130209,15h,132.46
20130210,15h,39.04
20130211,15h,128.06
20130212,15h,150.81
20130213,15h,162.82
20130214,15h,165.42
20130215,15h,168.76
20130216,15h,144.02
20130217,15h,133.56
20130218,15h,175.53
20130219,15h,164.06
20130220,15h,168.76
20130221,15h,168.76
20130222,15h,162.76
20130223,15h,140.86
20130224,15h,134.31
20130225,15h,169.24
20130226,15h,161.44
20130227,15h,161.42
20130228,15h,161.74
20130301,15h,140.32
20130302,15h,141.81
20130303,15h,136.81
20130304,15h,165.9
20130305,15h,156.22
20130306,15h,155.89
20130307,15h,159.38
20130308,15h,159.21
20130309,15h,141.09
20130310,15h,135.47
20130311,15h,162.94
20130312,15h,162.36
20130313,15h,164.22
20130314,15h,162.78
20130315,15h,162.43
20130316,15h,141.3
20130317,15h,135.09
20130318,15h,155.27
20130319,15h,155.14
20130320,15h,164.96
20130321,15h,162.37
20130322,15h,161.87
20130323,15h,141.73
20130324,15h,135.34
20130325,15h,169.61
20130326,15h,167.67
20130327,15h,161.79
20130328,15h,166.96
20130329,15h,169.04
20130330,15h,141.15
20130331,15h,135.22
20130401,15h,181.83
20130402,15h,178.46
20130403,15h,159.76
20130404,15h,157.71
20130405,15h,161.07
20130406,15h,136.46
20130407,15h,129.09
20130408,15h,189.49
20130409,15h,183.02
20130410,15h,186.37
20130411,15h,186.03
20130412,15h,186.77
20130413,15h,155.41
20130414,15h,134.48
20130415,15h,187.12
20130416,15h,183.79
20130417,15h,186.96
20130418,15h,188.6
20130419,15h,184.26
20130420,15h,153.38
20130421,15h,130.66
20130422,15h,191.55
20130423,15h,192.74
20130424,15h,186.2
20130425,15h,195.44
20130426,15h,190.22
20130427,15h,150.2
20130428,15h,130.21
20130429,15h,187.46
20130430,15h,190.63
20130501,15h,130.44
20130502,15h,190.55
20130503,15h,157.46
20130504,15h,143.76
20130505,15h,128.79
20130506,15h,184.51
20130507,15h,186.74
20130508,15h,182.2
20130509,15h,173.25
20130510,15h,187.32
20130511,15h,135.26
20130512,15h,127.59
20130513,15h,154.01
20130514,15h,189.12
20130515,15h,156.26
20130516,15h,158.78
20130517,15h,158.01
20130518,15h,129.99
20130519,15h,131.71
20130520,15h,156.28
20130521,15h,151.45
20130522,15h,172.69
20130523,15h,174.01
20130524,15h,174.09
20130525,15h,131.15
20130526,15h,126.08
20130527,15h,173.21
20130528,15h,173.23
20130529,15h,157.19
20130530,15h,182.96
20130531,15h,183.91
20130601,15h,157.67
20130602,15h,130.78
20130603,15h,190.15
20130604,15h,189.42
20130605,15h,194.52
20130606,15h,152.61
20130607,15h,193.85
20130608,15h,155.79
20130609,15h,134.14
20130610,15h,188.52
20130611,15h,192.46
20130612,15h,193.7
20130613,15h,191.53
20130614,15h,183.87
20130615,15h,155.13
20130616,15h,134.29
20130617,15h,198.59
20130618,15h,193.58
20130619,15h,198.13
20130620,15h,188.79
20130621,15h,198.08
20130622,15h,150.17
20130623,15h,136.79
20130624,15h,157.5
20130625,15h,185.93
20130626,15h,188.26
20130627,15h,186.32
20130628,15h,186.32
20130629,15h,152.21
20130630,15h,135.06
20130701,15h,183.9
20130702,15h,189.35
20130703,15h,174.16
20130704,15h,176.04
20130705,15h,174.23
20130706,15h,152.01
20130707,15h,136.92
20130708,15h,176.47
20130709,15h,185.22
20130710,15h,188.36
20130711,15h,192.55
20130712,15h,190.45
20130713,15h,152.86
20130714,15h,138.35
20130715,15h,191.13
20130716,15h,174.74
20130717,15h,186.46
20130718,15h,177.71
20130719,15h,175.79
20130720,15h,154.72
20130721,15h,135.17
20130722,15h,161.39
20130723,15h,174.16
20130724,15h,178.07
20130725,15h,160.88
20130726,15h,160.18
20130727,15h,152.46
20130728,15h,136.24
20130729,15h,178.85
20130730,15h,159.73
20130731,15h,152.92
20130801,15h,151.35
20130802,15h,151.6
20130803,15h,138.33
20130804,15h,137.91
20130805,15h,152.79
20130806,15h,153.76
20130807,15h,153.82
20130808,15h,159.21
20130809,15h,181.66
20130810,15h,156.27
20130811,15h,137.81
20130812,15h,180.76
20130813,15h,207.17
20130814,15h,198.24
20130815,15h,157.98
20130816,15h,177.75
20130817,15h,151.66
20130818,15h,134.77
20130819,15h,176.25
20130820,15h,182.33
20130821,15h,189.3
20130822,15h,197.42
20130823,15h,205.51
20130824,15h,158.45
20130825,15h,136.67
20130826,15h,176.81
20130827,15h,159.31
20130828,15h,160.13
20130829,15h,178.15
20130830,15h,176.42
20130831,15h,146.05
20130901,15h,133.62
20130902,15h,147.89
20130903,15h,137.87
20130904,15h,148.78
20130905,15h,149.4
20130906,15h,154.16
20130907,15h,136.81
20130908,15h,134.53
20130909,15h,148.04
20130910,15h,149.51
20130911,15h,154.41
20130912,15h,155.82
20130913,15h,159.33
20130914,15h,148.49
20130915,15h,134.99
20130916,15h,153.36
20130917,15h,137.26
20130918,15h,128.73
20130919,15h,44.68
20130920,15h,43.83
20130921,15h,78.59
20130922,15h,129.26
20130923,15h,157.6
20130924,15h,176.81
20130925,15h,166.96
20130926,15h,183.31
20130927,15h,153.25
20130928,15h,146.57
20130929,15h,134.17
20130930,15h,194.94
20131001,15h,257.57
20131002,15h,197.9
20131003,15h,132.95
20131004,15h,156.17
20131005,15h,159.44
20131006,15h,131.23
20131007,15h,177.13
20131008,15h,183.9
20131009,15h,153.21
20131010,15h,184.08
20131011,15h,197.07
20131012,15h,155.28
20131013,15h,136.64
20131014,15h,191.12
20131015,15h,197.76
20131016,15h,184.49
20131017,15h,184.49
20131018,15h,178.21
20131019,15h,146.28
20131020,15h,131.46
20131021,15h,178.25
20131022,15h,159.13
20131023,15h,161.54
20131024,15h,158.2
20131025,15h,159.28
20131026,15h,144.4
20131027,15h,130.76
20131028,15h,158.57
20131029,15h,158.81
20131030,15h,177.19
20131031,15h,180.63
20131101,15h,176.68
20131102,15h,139.31
20131103,15h,127.63
20131104,15h,175.56
20131105,15h,150.5
20131106,15h,151.16
20131107,15h,151.12
20131108,15h,151.44
20131109,15h,143.49
20131110,15h,125.8
20131111,15h,151.64
20131112,15h,152.02
20131113,15h,152.3
20131114,15h,152.16
20131115,15h,151.89
20131116,15h,144.65
20131117,15h,124.59
20131118,15h,167.29
20131119,15h,173.82
20131120,15h,174.39
20131121,15h,152.19
20131122,15h,155.23
20131123,15h,139.82
20131124,15h,124.38
20131125,15h,151.91
20131126,15h,154.36
20131127,15h,152.3
20131128,15h,173.1
20131129,15h,174.54
20131130,15h,140.41
20131201,15h,134.22
20131202,15h,169.73
20131203,15h,162.22
20131204,15h,160.29
20131205,15h,160.51
20131206,15h,160.31
20131207,15h,137.02
20131208,15h,131.42
20131209,15h,161.17
20131210,15h,154.11
20131211,15h,161.17
20131212,15h,159.91
20131213,15h,161.97
20131214,15h,151.21
20131215,15h,132.09
20131216,15h,167.31
20131217,15h,162.11
20131218,15h,171.83
20131219,15h,173.74
20131220,15h,169.73
20131221,15h,140.51
20131222,15h,131.73
20131223,15h,168.85
20131224,15h,168.98
20131225,15h,133.14
20131226,15h,167.93
20131227,15h,169.45
20131228,15h,140.51
20131229,15h,132.94
20131230,15h,169.27
20131231,15h,138.04
20140101,15h,126.19
20140102,15h,165.55
20140103,15h,160.7
20140104,15h,137.56
20140105,15h,131.31
20140106,15h,152.45
20140107,15h,151.66
20140108,15h,152.62
20140109,15h,152.32
20140110,15h,160.86
20140111,15h,134.76
20140112,15h,129.5
20140113,15h,158.66
20140114,15h,160.96
20140115,15h,158.59
20140116,15h,165.46
20140117,15h,152.39
20140118,15h,135.44
20140119,15h,129.24
20140120,15h,157.8
20140121,15h,160.19
20140122,15h,156.68
20140123,15h,152.39
20140124,15h,160.44
20140125,15h,147.25
20140126,15h,131.4
20140127,15h,161.35
20140128,15h,152.03
20140129,15h,135.66
20140130,15h,47.65
20140131,15h,36.15
20140201,15h,38.56
20140202,15h,132.69
20140203,15h,154.34
20140204,15h,168.41
20140205,15h,169.21
20140206,15h,166.91
20140207,15h,168.11
20140208,15h,154.84
20140209,15h,138.99
20140210,15h,169.08
20140211,15h,166.65
20140212,15h,166.15
20140213,15h,165.76
20140214,15h,166.25
20140215,15h,149.17
20140216,15h,140.07
20140217,15h,167.37
20140218,15h,162.55
20140219,15h,162.51
20140220,15h,162.55
20140221,15h,159.09
20140222,15h,150.3
20140223,15h,139.46
20140224,15h,169.37
20140225,15h,159.64
20140226,15h,165.65
20140227,15h,159.79
20140228,15h,165.55
20140301,15h,150.37
20140302,15h,148.08
20140303,15h,171.33
20140304,15h,170.08
20140305,15h,170.01
20140306,15h,168.5
20140307,15h,170.56
20140308,15h,167.77
20140309,15h,148.3
20140310,15h,177.01
20140311,15h,171.57
20140312,15h,177.08
20140313,15h,177.57
20140314,15h,180.91
20140315,15h,165.94
20140316,15h,148.19
20140317,15h,171.33
20140318,15h,170.43
20140319,15h,169.55
20140320,15h,169.93
20140321,15h,168.95
20140322,15h,150.5
20140323,15h,143.91
20140324,15h,166.71
20140325,15h,165.68
20140326,15h,156.17
20140327,15h,164.85
20140328,15h,165.71
20140329,15h,153.38
20140330,15h,146.61
20140331,15h,173.35
20140401,15h,166.85
20140402,15h,162.06
20140403,15h,162.13
20140404,15h,166.7
20140405,15h,143.79
20140406,15h,135.57
20140407,15h,161.91
20140408,15h,155.19
20140409,15h,158.35
20140410,15h,158.8
20140411,15h,161.51
20140412,15h,145.93
20140413,15h,135.52
20140414,15h,161.88
20140415,15h,160.46
20140416,15h,155.07
20140417,15h,164.44
20140418,15h,162.13
20140419,15h,143.49
20140420,15h,137.66
20140421,15h,155.66
20140422,15h,158.51
20140423,15h,146.74
20140424,15h,147.07
20140425,15h,145.26
20140426,15h,143.77
20140427,15h,136.51
20140428,15h,164.79
20140429,15h,160.81
20140430,15h,146.64
20140501,15h,136.86
20140502,15h,144.74
20140503,15h,137.99
20140504,15h,133.51
20140505,15h,137.3
20140506,15h,142.12
20140507,15h,155.92
20140508,15h,147.98
20140509,15h,145.61
20140510,15h,142.99
20140511,15h,135.32
20140512,15h,166.15
20140513,15h,157.22
20140514,15h,156.82
20140515,15h,159.02
20140516,15h,162.42
20140517,15h,143.83
20140518,15h,134.67
20140519,15h,157.34
20140520,15h,162.37
20140521,15h,160.32
20140522,15h,153.96
20140523,15h,144.76
20140524,15h,144.94
20140525,15h,136.25
20140526,15h,162.01
20140527,15h,154.93
20140528,15h,156.18
20140529,15h,156.6
20140530,15h,163.2
20140531,15h,144.22
20140601,15h,134.77
20140602,15h,162.97
20140603,15h,157.34
20140604,15h,138.25
20140605,15h,154.34
20140606,15h,139.33
20140607,15h,139.11
20140608,15h,132.67
20140609,15h,156.1
20140610,15h,140.96
20140611,15h,140.76
20140612,15h,140.86
20140613,15h,140.52
20140614,15h,139.74
20140615,15h,132.45
20140616,15h,154.93
20140617,15h,141.48
20140618,15h,145.7
20140619,15h,141.14
20140620,15h,140.98
20140621,15h,143.72
20140622,15h,133.46
20140623,15h,151.17
20140624,15h,141.02
20140625,15h,140.63
20140626,15h,140.95
20140627,15h,141.69
20140628,15h,140.76
20140629,15h,135.26
20140630,15h,163.38
20140701,15h,159.44
20140702,15h,160.0
20140703,15h,159.1
20140704,15h,159.02
20140705,15h,142.0
20140706,15h,136.7
20140707,15h,159.36
20140708,15h,158.74
20140709,15h,169.02
20140710,15h,161.69
20140711,15h,159.82
20140712,15h,141.01
20140713,15h,137.79
20140714,15h,160.47
20140715,15h,158.78
20140716,15h,158.55
20140717,15h,158.56
20140718,15h,158.36
20140719,15h,140.95
20140720,15h,135.5
20140721,15h,143.54
20140722,15h,142.59
20140723,15h,157.63
20140724,15h,158.88
20140725,15h,157.18
20140726,15h,141.62
20140727,15h,135.55
20140728,15h,142.72
20140729,15h,152.63
20140730,15h,140.9
20140731,15h,139.15
20140801,15h,136.67
20140802,15h,135.1
20140803,15h,130.56
20140804,15h,138.2
20140805,15h,137.97
20140806,15h,135.79
20140807,15h,136.83
20140808,15h,136.57
20140809,15h,132.79
20140810,15h,127.94
20140811,15h,138.82
20140812,15h,134.49
20140813,15h,137.6
20140814,15h,137.6
20140815,15h,134.3
20140816,15h,131.95
20140817,15h,129.84
20140818,15h,136.57
20140819,15h,136.71
20140820,15h,136.22
20140821,15h,135.59
20140822,15h,137.4
20140823,15h,132.39
20140824,15h,129.95
20140825,15h,137.35
20140826,15h,137.11
20140827,15h,138.62
20140828,15h,138.11
20140829,15h,137.5
20140830,15h,132.0
20140831,15h,130.02
20140901,15h,140.16
20140902,15h,140.04
20140903,15h,140.25
20140904,15h,139.83
20140905,15h,136.59
20140906,15h,132.39
20140907,15h,55.66
20140908,15h,42.6
20140909,15h,126.7
20140910,15h,133.16
20140911,15h,139.2
20140912,15h,141.06
20140913,15h,138.99
20140914,15h,134.25
20140915,15h,141.24
20140916,15h,139.93
20140917,15h,140.25
20140918,15h,140.49
20140919,15h,140.31
20140920,15h,139.04
20140921,15h,134.06
20140922,15h,139.68
20140923,15h,140.3
20140924,15h,150.47
20140925,15h,140.81
20140926,15h,140.86
20140927,15h,138.8
20140928,15h,134.3
20140929,15h,142.18
20140930,15h,139.43
20141001,15h,135.37
20141002,15h,135.78
20141003,15h,131.01
20141004,15h,128.64
20141005,15h,127.23
20141006,15h,135.94
20141007,15h,135.85
20141008,15h,135.45
20141009,15h,132.01
20141010,15h,133.6
20141011,15h,128.73
20141012,15h,125.04
20141013,15h,135.82
20141014,15h,135.66
20141015,15h,135.86
20141016,15h,136.08
20141017,15h,135.65
20141018,15h,130.85
20141019,15h,125.81
20141020,15h,136.18
20141021,15h,135.64
20141022,15h,135.85
20141023,15h,136.12
20141024,15h,135.95
20141025,15h,132.06
20141026,15h,123.95
20141027,15h,135.52
20141028,15h,133.55
20141029,15h,134.57
20141030,15h,134.55
20141031,15h,135.19
20141101,15h,132.73
20141102,15h,126.22
20141103,15h,136.92
20141104,15h,136.99
20141105,15h,136.39
20141106,15h,135.8
20141107,15h,135.38
20141108,15h,131.2
20141109,15h,127.52
20141110,15h,135.29
20141111,15h,135.53
20141112,15h,134.93
20141113,15h,137.95
20141114,15h,137.95
20141115,15h,134.07
20141116,15h,126.3
20141117,15h,137.52
20141118,15h,137.89
20141119,15h,137.91
20141120,15h,137.14
20141121,15h,136.85
20141122,15h,130.39
20141123,15h,125.36
20141124,15h,137.32
20141125,15h,137.17
20141126,15h,136.46
20141127,15h,136.91
20141128,15h,136.75
20141129,15h,130.86
20141130,15h,127.86
20141201,15h,146.02
20141202,15h,145.9
20141203,15h,146.62
20141204,15h,150.53
20141205,15h,146.69
20141206,15h,142.17
20141207,15h,136.88
20141208,15h,146.62
20141209,15h,145.95
20141210,15h,146.81
20141211,15h,150.22
20141212,15h,147.74
20141213,15h,141.74
20141214,15h,134.05
20141215,15h,149.04
20141216,15h,147.8
20141217,15h,150.88
20141218,15h,148.63
20141219,15h,148.77
20141220,15h,143.13
20141221,15h,137.13
20141222,15h,147.8
20141223,15h,146.61
20141224,15h,146.57
20141225,15h,136.55
20141226,15h,146.4
20141227,15h,141.49
20141228,15h,136.86
20141229,15h,147.8
20141230,15h,147.8
20141231,15h,142.09
20150101,15h,133.02
20150102,15h,144.9
20150103,15h,139.6
20150104,15h,133.21
20150105,15h,144.9
20150106,15h,144.9
20150107,15h,144.54
20150108,15h,144.61
20150109,15h,144.77
20150110,15h,139.6
20150111,15h,132.03
20150112,15h,145.47
20150113,15h,144.47
20150114,15h,146.38
20150115,15h,144.88
20150116,15h,146.38
20150117,15h,138.51
20150118,15h,133.2
20150119,15h,144.68
20150120,15h,144.82
20150121,15h,144.51
20150122,15h,143.85
20150123,15h,144.47
20150124,15h,136.53
20150125,15h,131.0
20150126,15h,144.47
20150127,15h,146.38
20150128,15h,144.54
20150129,15h,144.54
20150130,15h,144.47
20150131,15h,139.6
20150201,15h,119.02
20150202,15h,129.87
20150203,15h,129.45
20150204,15h,132.21
20150205,15h,129.68
20150206,15h,130.57
20150207,15h,127.72
20150208,15h,121.97
20150209,15h,131.55
20150210,15h,129.45
20150211,15h,132.21
20150212,15h,132.21
20150213,15h,132.21
20150214,15h,125.09
20150215,15h,117.1
20150216,15h,129.24
20150217,15h,123.43
20150218,15h,41.31
20150219,15h,37.19
20150220,15h,39.58
20150221,15h,42.0
20150222,15h,116.29
20150223,15h,131.67
20150224,15h,129.62
20150225,15h,129.45
20150226,15h,129.01
20150227,15h,129.45
20150228,15h,123.71
20150301,15h,111.46
20150302,15h,120.85
20150303,15h,120.26
20150304,15h,123.43
20150305,15h,123.35
20150306,15h,123.43
20150307,15h,120.59
20150308,15h,118.56
20150309,15h,123.43
20150310,15h,122.26
20150311,15h,121.14
20150312,15h,121.61
20150313,15h,123.43
20150314,15h,120.54
20150315,15h,112.68
20150316,15h,121.9
20150317,15h,119.8
20150318,15h,120.52
20150319,15h,119.4
20150320,15h,120.27
20150321,15h,113.78
20150322,15h,109.49
20150323,15h,120.32
20150324,15h,119.36
20150325,15h,119.07
20150326,15h,117.55
20150327,15h,119.09
20150328,15h,114.46
20150329,15h,111.66
20150330,15h,117.56
20150331,15h,117.66
20150401,15h,104.87
20150402,15h,105.35
20150403,15h,105.76
20150404,15h,102.05
20150405,15h,98.15
20150406,15h,106.14
20150407,15h,106.42
20150408,15h,106.08
20150409,15h,107.03
20150410,15h,107.42
20150411,15h,105.63
20150412,15h,101.51
20150413,15h,106.29
20150414,15h,105.21
20150415,15h,103.85
20150416,15h,104.0
20150417,15h,103.99
20150418,15h,101.39
20150419,15h,99.6
20150420,15h,105.55
20150421,15h,104.91
20150422,15h,103.88
20150423,15h,103.94
20150424,15h,103.98
20150425,15h,100.35
20150426,15h,97.03
20150427,15h,103.93
20150428,15h,103.79
20150429,15h,104.06
20150430,15h,104.03
20150501,15h,94.55
20150502,15h,92.79
