Date,Times,SMP
20100101,1h,121.34
20100102,1h,106.15
20100103,1h,106.28
20100104,1h,104.47
20100105,1h,117.25
20100106,1h,115.8
20100107,1h,122.44
20100108,1h,117.82
20100109,1h,119.79
20100110,1h,121.46
20100111,1h,106.05
20100112,1h,118.59
20100113,1h,120.03
20100114,1h,117.05
20100115,1h,113.97
20100116,1h,126.62
20100117,1h,111.56
20100118,1h,106.85
20100119,1h,119.21
20100120,1h,120.05
20100121,1h,118.01
20100122,1h,112.44
20100123,1h,118.59
20100124,1h,110.54
20100125,1h,106.06
20100126,1h,102.94
20100127,1h,103.23
20100128,1h,102.75
20100129,1h,116.17
20100130,1h,104.67
20100131,1h,105.19
20100201,1h,105.58
20100202,1h,115.33
20100203,1h,115.69
20100204,1h,119.07
20100205,1h,118.97
20100206,1h,117.34
20100207,1h,113.88
20100208,1h,106.75
20100209,1h,120.35
20100210,1h,119.96
20100211,1h,102.95
20100212,1h,124.44
20100213,1h,112.51
20100214,1h,101.12
20100215,1h,65.46
20100216,1h,99.72
20100217,1h,117.34
20100218,1h,141.16
20100219,1h,124.63
20100220,1h,117.12
20100221,1h,102.59
20100222,1h,105.8
20100223,1h,152.04
20100224,1h,116.91
20100225,1h,110.9
20100226,1h,103.18
20100227,1h,117.04
20100228,1h,103.06
20100301,1h,98.2
20100302,1h,97.95
20100303,1h,98.22
20100304,1h,97.73
20100305,1h,162.92
20100306,1h,117.09
20100307,1h,114.18
20100308,1h,103.43
20100309,1h,98.43
20100310,1h,98.44
20100311,1h,106.49
20100312,1h,106.93
20100313,1h,97.65
20100314,1h,110.24
20100315,1h,98.86
20100316,1h,122.38
20100317,1h,111.0
20100318,1h,110.2
20100319,1h,111.76
20100320,1h,98.46
20100321,1h,110.64
20100322,1h,98.19
20100323,1h,125.84
20100324,1h,128.63
20100325,1h,110.63
20100326,1h,126.42
20100327,1h,104.88
20100328,1h,103.36
20100329,1h,100.14
20100330,1h,193.57
20100331,1h,155.37
20100401,1h,112.14
20100402,1h,112.86
20100403,1h,112.64
20100404,1h,113.15
20100405,1h,112.12
20100406,1h,103.99
20100407,1h,159.82
20100408,1h,97.97
20100409,1h,98.43
20100410,1h,104.42
20100411,1h,109.86
20100412,1h,103.74
20100413,1h,106.69
20100414,1h,153.27
20100415,1h,97.91
20100416,1h,163.22
20100417,1h,101.77
20100418,1h,103.7
20100419,1h,97.98
20100420,1h,108.28
20100421,1h,97.86
20100422,1h,97.52
20100423,1h,97.38
20100424,1h,105.04
20100425,1h,99.19
20100426,1h,97.79
20100427,1h,103.44
20100428,1h,97.0
20100429,1h,96.83
20100430,1h,96.89
20100501,1h,105.99
20100502,1h,107.66
20100503,1h,105.62
20100504,1h,105.23
20100505,1h,104.38
20100506,1h,124.49
20100507,1h,106.06
20100508,1h,105.46
20100509,1h,158.84
20100510,1h,110.06
20100511,1h,105.95
20100512,1h,105.34
20100513,1h,110.79
20100514,1h,104.36
20100515,1h,105.13
20100516,1h,106.38
20100517,1h,105.37
20100518,1h,105.02
20100519,1h,104.89
20100520,1h,105.58
20100521,1h,107.01
20100522,1h,107.04
20100523,1h,106.26
20100524,1h,105.02
20100525,1h,104.4
20100526,1h,104.37
20100527,1h,105.61
20100528,1h,105.12
20100529,1h,104.36
20100530,1h,154.78
20100531,1h,103.56
20100601,1h,106.1
20100602,1h,106.03
20100603,1h,105.69
20100604,1h,105.69
20100605,1h,105.21
20100606,1h,105.39
20100607,1h,57.04
20100608,1h,107.12
20100609,1h,103.13
20100610,1h,107.12
20100611,1h,107.7
20100612,1h,105.44
20100613,1h,103.42
20100614,1h,55.79
20100615,1h,106.57
20100616,1h,105.88
20100617,1h,103.85
20100618,1h,102.88
20100619,1h,102.75
20100620,1h,100.5
20100621,1h,57.01
20100622,1h,106.01
20100623,1h,103.02
20100624,1h,103.39
20100625,1h,103.07
20100626,1h,102.67
20100627,1h,100.54
20100628,1h,56.96
20100629,1h,153.38
20100630,1h,107.3
20100701,1h,104.24
20100702,1h,104.87
20100703,1h,154.9
20100704,1h,104.43
20100705,1h,58.42
20100706,1h,108.56
20100707,1h,150.9
20100708,1h,109.16
20100709,1h,105.55
20100710,1h,105.19
20100711,1h,104.65
20100712,1h,59.57
20100713,1h,148.82
20100714,1h,104.23
20100715,1h,108.78
20100716,1h,104.25
20100717,1h,104.59
20100718,1h,103.33
20100719,1h,59.51
20100720,1h,105.13
20100721,1h,105.35
20100722,1h,105.16
20100723,1h,105.43
20100724,1h,109.15
20100725,1h,103.35
20100726,1h,59.51
20100727,1h,105.44
20100728,1h,109.04
20100729,1h,109.45
20100730,1h,105.3
20100731,1h,108.72
20100801,1h,109.75
20100802,1h,47.61
20100803,1h,107.38
20100804,1h,108.24
20100805,1h,110.12
20100806,1h,110.53
20100807,1h,113.8
20100808,1h,108.25
20100809,1h,68.09
20100810,1h,114.35
20100811,1h,113.47
20100812,1h,114.75
20100813,1h,111.45
20100814,1h,109.75
20100815,1h,107.4
20100816,1h,68.09
20100817,1h,110.52
20100818,1h,110.32
20100819,1h,110.33
20100820,1h,110.33
20100821,1h,113.91
20100822,1h,109.95
20100823,1h,68.09
20100824,1h,111.82
20100825,1h,114.14
20100826,1h,110.87
20100827,1h,113.9
20100828,1h,113.35
20100829,1h,155.91
20100830,1h,108.41
20100831,1h,114.45
20100901,1h,106.8
20100902,1h,106.46
20100903,1h,106.84
20100904,1h,107.44
20100905,1h,105.56
20100906,1h,102.11
20100907,1h,103.72
20100908,1h,105.67
20100909,1h,105.67
20100910,1h,103.7
20100911,1h,107.66
20100912,1h,149.19
20100913,1h,106.61
20100914,1h,103.4
20100915,1h,104.08
20100916,1h,103.42
20100917,1h,103.41
20100918,1h,106.69
20100919,1h,107.58
20100920,1h,103.21
20100921,1h,101.53
20100922,1h,43.3
20100923,1h,42.86
20100924,1h,70.3
20100925,1h,70.24
20100926,1h,127.56
20100927,1h,106.96
20100928,1h,107.31
20100929,1h,106.89
20100930,1h,103.83
20101001,1h,103.27
20101002,1h,151.36
20101003,1h,98.81
20101004,1h,99.37
20101005,1h,102.45
20101006,1h,102.89
20101007,1h,103.63
20101008,1h,102.63
20101009,1h,102.51
20101010,1h,100.63
20101011,1h,98.26
20101012,1h,102.9
20101013,1h,103.78
20101014,1h,103.51
20101015,1h,103.63
20101016,1h,102.86
20101017,1h,99.99
20101018,1h,107.55
20101019,1h,103.31
20101020,1h,103.62
20101021,1h,103.19
20101022,1h,103.56
20101023,1h,103.35
20101024,1h,102.07
20101025,1h,105.9
20101026,1h,103.48
20101027,1h,102.35
20101028,1h,103.17
20101029,1h,103.31
20101030,1h,102.89
20101031,1h,101.76
20101101,1h,91.5
20101102,1h,96.28
20101103,1h,96.69
20101104,1h,95.75
20101105,1h,96.08
20101106,1h,95.54
20101107,1h,96.82
20101108,1h,97.72
20101109,1h,96.22
20101110,1h,95.79
20101111,1h,95.73
20101112,1h,95.95
20101113,1h,95.82
20101114,1h,99.34
20101115,1h,97.38
20101116,1h,96.1
20101117,1h,95.7
20101118,1h,100.76
20101119,1h,96.4
20101120,1h,95.92
20101121,1h,98.15
20101122,1h,96.76
20101123,1h,98.14
20101124,1h,97.98
20101125,1h,96.23
20101126,1h,115.16
20101127,1h,96.39
20101128,1h,97.46
20101129,1h,96.64
20101130,1h,96.3
20101201,1h,125.39
20101202,1h,105.5
20101203,1h,105.17
20101204,1h,109.38
20101205,1h,118.52
20101206,1h,104.99
20101207,1h,104.22
20101208,1h,104.06
20101209,1h,104.93
20101210,1h,105.35
20101211,1h,117.39
20101212,1h,116.51
20101213,1h,104.51
20101214,1h,116.12
20101215,1h,114.35
20101216,1h,115.29
20101217,1h,140.26
20101218,1h,167.81
20101219,1h,123.02
20101220,1h,108.25
20101221,1h,136.49
20101222,1h,131.39
20101223,1h,139.08
20101224,1h,137.07
20101225,1h,127.24
20101226,1h,131.08
20101227,1h,127.83
20101228,1h,118.35
20101229,1h,118.41
20101230,1h,126.66
20101231,1h,126.91
20110101,1h,109.1
20110102,1h,108.06
20110103,1h,117.35
20110104,1h,122.23
20110105,1h,122.37
20110106,1h,128.68
20110107,1h,127.19
20110108,1h,122.08
20110109,1h,111.47
20110110,1h,110.52
20110111,1h,128.44
20110112,1h,129.29
20110113,1h,128.78
20110114,1h,128.91
20110115,1h,126.58
20110116,1h,123.31
20110117,1h,111.25
20110118,1h,129.02
20110119,1h,128.99
20110120,1h,128.9
20110121,1h,128.75
20110122,1h,126.58
20110123,1h,116.75
20110124,1h,116.32
20110125,1h,128.61
20110126,1h,128.77
20110127,1h,128.77
20110128,1h,129.15
20110129,1h,142.56
20110130,1h,129.4
20110131,1h,121.87
20110201,1h,128.39
20110202,1h,118.18
20110203,1h,108.05
20110204,1h,175.23
20110205,1h,108.35
20110206,1h,109.64
20110207,1h,111.15
20110208,1h,136.08
20110209,1h,135.92
20110210,1h,122.05
20110211,1h,116.62
20110212,1h,128.82
20110213,1h,127.69
20110214,1h,123.92
20110215,1h,119.52
20110216,1h,118.46
20110217,1h,122.27
20110218,1h,122.52
20110219,1h,122.32
20110220,1h,118.15
20110221,1h,111.06
20110222,1h,130.19
20110223,1h,129.22
20110224,1h,111.92
20110225,1h,109.77
20110226,1h,124.17
20110227,1h,127.34
20110228,1h,109.88
20110301,1h,134.93
20110302,1h,123.79
20110303,1h,113.88
20110304,1h,112.67
20110305,1h,126.63
20110306,1h,122.5
20110307,1h,115.89
20110308,1h,130.34
20110309,1h,122.78
20110310,1h,118.97
20110311,1h,117.26
20110312,1h,123.97
20110313,1h,117.66
20110314,1h,115.25
20110315,1h,121.47
20110316,1h,124.18
20110317,1h,112.79
20110318,1h,114.1
20110319,1h,115.41
20110320,1h,115.71
20110321,1h,134.8
20110322,1h,120.15
20110323,1h,118.86
20110324,1h,112.66
20110325,1h,112.67
20110326,1h,113.56
20110327,1h,110.38
20110328,1h,110.99
20110329,1h,112.5
20110330,1h,112.59
20110331,1h,110.93
20110401,1h,107.52
20110402,1h,109.24
20110403,1h,106.94
20110404,1h,107.3
20110405,1h,110.82
20110406,1h,107.03
20110407,1h,106.71
20110408,1h,106.48
20110409,1h,110.8
20110410,1h,112.23
20110411,1h,108.11
20110412,1h,106.81
20110413,1h,106.29
20110414,1h,107.03
20110415,1h,107.03
20110416,1h,106.29
20110417,1h,105.87
20110418,1h,107.11
20110419,1h,106.2
20110420,1h,107.2
20110421,1h,107.73
20110422,1h,110.04
20110423,1h,112.4
20110424,1h,105.45
20110425,1h,106.97
20110426,1h,108.01
20110427,1h,106.49
20110428,1h,106.46
20110429,1h,106.35
20110430,1h,106.66
20110501,1h,114.1
20110502,1h,116.4
20110503,1h,115.04
20110504,1h,114.35
20110505,1h,220.39
20110506,1h,115.2
20110507,1h,115.59
20110508,1h,112.81
20110509,1h,114.07
20110510,1h,113.05
20110511,1h,115.49
20110512,1h,113.98
20110513,1h,114.19
20110514,1h,113.78
20110515,1h,114.93
20110516,1h,109.45
20110517,1h,114.22
20110518,1h,109.79
20110519,1h,113.59
20110520,1h,111.27
20110521,1h,113.07
20110522,1h,109.75
20110523,1h,109.47
20110524,1h,113.11
20110525,1h,113.09
20110526,1h,113.5
20110527,1h,113.34
20110528,1h,113.63
20110529,1h,114.14
20110530,1h,107.26
20110531,1h,114.05
20110601,1h,113.53
20110602,1h,113.5
20110603,1h,113.18
20110604,1h,114.02
20110605,1h,110.03
20110606,1h,112.34
20110607,1h,110.16
20110608,1h,114.32
20110609,1h,113.54
20110610,1h,113.72
20110611,1h,113.39
20110612,1h,110.01
20110613,1h,108.08
20110614,1h,112.81
20110615,1h,113.65
20110616,1h,112.83
20110617,1h,114.35
20110618,1h,113.02
20110619,1h,112.69
20110620,1h,59.24
20110621,1h,111.41
20110622,1h,110.11
20110623,1h,112.82
20110624,1h,114.37
20110625,1h,114.24
20110626,1h,109.93
20110627,1h,108.1
20110628,1h,112.7
20110629,1h,112.8
20110630,1h,112.9
20110701,1h,123.03
20110702,1h,118.83
20110703,1h,116.17
20110704,1h,58.14
20110705,1h,122.86
20110706,1h,122.24
20110707,1h,117.92
20110708,1h,122.4
20110709,1h,119.32
20110710,1h,116.41
20110711,1h,58.14
20110712,1h,121.95
20110713,1h,123.45
20110714,1h,118.59
20110715,1h,117.44
20110716,1h,117.5
20110717,1h,116.41
20110718,1h,58.2
20110719,1h,122.4
20110720,1h,122.44
20110721,1h,118.92
20110722,1h,122.24
20110723,1h,118.23
20110724,1h,116.47
20110725,1h,58.14
20110726,1h,118.52
20110727,1h,118.72
20110728,1h,117.68
20110729,1h,123.02
20110730,1h,123.9
20110731,1h,117.23
20110801,1h,49.84
20110802,1h,64.8
20110803,1h,114.87
20110804,1h,114.91
20110805,1h,115.7
20110806,1h,117.19
20110807,1h,115.38
20110808,1h,64.55
20110809,1h,120.33
20110810,1h,117.49
20110811,1h,117.1
20110812,1h,117.62
20110813,1h,115.45
20110814,1h,121.18
20110815,1h,115.02
20110816,1h,77.77
20110817,1h,116.73
20110818,1h,120.12
20110819,1h,116.93
20110820,1h,120.24
20110821,1h,115.12
20110822,1h,64.62
20110823,1h,121.73
20110824,1h,121.76
20110825,1h,120.35
20110826,1h,122.09
20110827,1h,117.0
20110828,1h,115.02
20110829,1h,64.49
20110830,1h,117.24
20110831,1h,120.4
20110901,1h,118.17
20110902,1h,122.04
20110903,1h,119.12
20110904,1h,121.12
20110905,1h,114.26
20110906,1h,121.17
20110907,1h,120.94
20110908,1h,116.79
20110909,1h,121.67
20110910,1h,117.86
20110911,1h,116.02
20110912,1h,52.17
20110913,1h,51.75
20110914,1h,59.39
20110915,1h,116.96
20110916,1h,122.11
20110917,1h,121.38
20110918,1h,121.31
20110919,1h,119.92
20110920,1h,121.33
20110921,1h,121.45
20110922,1h,121.11
20110923,1h,121.18
20110924,1h,121.62
20110925,1h,120.99
20110926,1h,122.01
20110927,1h,120.94
20110928,1h,119.99
20110929,1h,119.91
20110930,1h,119.81
20111001,1h,118.42
20111002,1h,114.28
20111003,1h,118.85
20111004,1h,114.55
20111005,1h,118.14
20111006,1h,114.35
20111007,1h,117.9
20111008,1h,118.45
20111009,1h,117.16
20111010,1h,111.05
20111011,1h,117.9
20111012,1h,117.36
20111013,1h,118.34
20111014,1h,117.59
20111015,1h,118.21
20111016,1h,119.51
20111017,1h,112.37
20111018,1h,117.21
20111019,1h,117.15
20111020,1h,118.12
20111021,1h,118.34
20111022,1h,117.66
20111023,1h,117.3
20111024,1h,114.11
20111025,1h,119.21
20111026,1h,118.34
20111027,1h,117.06
20111028,1h,118.24
20111029,1h,118.24
20111030,1h,117.67
20111031,1h,113.35
20111101,1h,130.33
20111102,1h,130.71
20111103,1h,130.76
20111104,1h,130.54
20111105,1h,130.55
20111106,1h,132.73
20111107,1h,135.48
20111108,1h,129.56
20111109,1h,129.26
20111110,1h,129.07
20111111,1h,128.99
20111112,1h,129.21
20111113,1h,131.19
20111114,1h,123.76
20111115,1h,127.53
20111116,1h,127.53
20111117,1h,129.47
20111118,1h,129.57
20111119,1h,129.83
20111120,1h,130.81
20111121,1h,130.7
20111122,1h,129.7
20111123,1h,130.09
20111124,1h,130.42
20111125,1h,130.49
20111126,1h,130.12
20111127,1h,130.31
20111128,1h,138.46
20111129,1h,131.29
20111130,1h,131.24
20111201,1h,130.66
20111202,1h,130.9
20111203,1h,131.58
20111204,1h,131.81
20111205,1h,131.69
20111206,1h,131.08
20111207,1h,134.68
20111208,1h,131.53
20111209,1h,131.39
20111210,1h,134.01
20111211,1h,130.89
20111212,1h,134.51
20111213,1h,131.74
20111214,1h,132.86
20111215,1h,141.71
20111216,1h,141.59
20111217,1h,141.26
20111218,1h,134.67
20111219,1h,133.89
20111220,1h,132.8
20111221,1h,133.22
20111222,1h,136.4
20111223,1h,137.32
20111224,1h,137.85
20111225,1h,134.13
20111226,1h,134.93
20111227,1h,135.88
20111228,1h,141.48
20111229,1h,136.91
20111230,1h,138.44
20111231,1h,134.28
20120101,1h,131.95
20120102,1h,134.46
20120103,1h,143.6
20120104,1h,143.76
20120105,1h,143.81
20120106,1h,138.28
20120107,1h,143.7
20120108,1h,135.11
20120109,1h,135.08
20120110,1h,146.16
20120111,1h,150.17
20120112,1h,139.84
20120113,1h,143.63
20120114,1h,144.75
20120115,1h,136.32
20120116,1h,136.59
20120117,1h,139.21
20120118,1h,167.66
20120119,1h,136.76
20120120,1h,137.41
20120121,1h,135.54
20120122,1h,135.02
20120123,1h,135.63
20120124,1h,136.86
20120125,1h,139.84
20120126,1h,136.48
20120127,1h,135.42
20120128,1h,144.79
20120129,1h,134.32
20120130,1h,136.79
20120131,1h,166.47
20120201,1h,147.4
20120202,1h,145.87
20120203,1h,148.46
20120204,1h,145.8
20120205,1h,132.23
20120206,1h,132.04
20120207,1h,176.11
20120208,1h,181.81
20120209,1h,139.27
20120210,1h,177.3
20120211,1h,149.04
20120212,1h,135.87
20120213,1h,135.8
20120214,1h,146.14
20120215,1h,145.23
20120216,1h,142.22
20120217,1h,139.48
20120218,1h,147.25
20120219,1h,137.25
20120220,1h,131.32
20120221,1h,134.13
20120222,1h,129.31
20120223,1h,132.9
20120224,1h,139.78
20120225,1h,148.12
20120226,1h,143.28
20120227,1h,131.02
20120228,1h,139.34
20120229,1h,139.4
20120301,1h,137.15
20120302,1h,149.01
20120303,1h,151.64
20120304,1h,143.61
20120305,1h,140.33
20120306,1h,185.82
20120307,1h,187.44
20120308,1h,146.76
20120309,1h,185.77
20120310,1h,179.57
20120311,1h,154.42
20120312,1h,140.0
20120313,1h,188.91
20120314,1h,182.55
20120315,1h,182.23
20120316,1h,181.73
20120317,1h,160.8
20120318,1h,169.18
20120319,1h,146.55
20120320,1h,182.5
20120321,1h,184.99
20120322,1h,182.32
20120323,1h,182.11
20120324,1h,178.93
20120325,1h,137.29
20120326,1h,148.02
20120327,1h,136.04
20120328,1h,136.35
20120329,1h,150.62
20120330,1h,182.73
20120331,1h,155.02
20120401,1h,134.01
20120402,1h,136.06
20120403,1h,175.94
20120404,1h,139.42
20120405,1h,141.51
20120406,1h,148.34
20120407,1h,172.3
20120408,1h,146.69
20120409,1h,143.88
20120410,1h,149.18
20120411,1h,131.93
20120412,1h,141.15
20120413,1h,140.82
20120414,1h,147.82
20120415,1h,132.49
20120416,1h,138.72
20120417,1h,142.62
20120418,1h,140.84
20120419,1h,135.98
20120420,1h,136.1
20120421,1h,172.3
20120422,1h,131.19
20120423,1h,134.25
20120424,1h,136.22
20120425,1h,179.28
20120426,1h,139.41
20120427,1h,130.34
20120428,1h,129.81
20120429,1h,130.3
20120430,1h,131.57
20120501,1h,157.14
20120502,1h,144.94
20120503,1h,151.68
20120504,1h,151.74
20120505,1h,162.93
20120506,1h,144.77
20120507,1h,146.23
20120508,1h,182.49
20120509,1h,146.61
20120510,1h,146.97
20120511,1h,145.09
20120512,1h,145.68
20120513,1h,142.86
20120514,1h,144.49
20120515,1h,144.3
20120516,1h,144.49
20120517,1h,145.02
20120518,1h,144.17
20120519,1h,149.3
20120520,1h,143.93
20120521,1h,144.88
20120522,1h,144.79
20120523,1h,145.9
20120524,1h,145.72
20120525,1h,144.63
20120526,1h,173.67
20120527,1h,143.72
20120528,1h,143.09
20120529,1h,142.79
20120530,1h,145.53
20120531,1h,146.04
20120601,1h,150.76
20120602,1h,168.9
20120603,1h,149.23
20120604,1h,149.95
20120605,1h,150.59
20120606,1h,150.1
20120607,1h,149.54
20120608,1h,150.72
20120609,1h,150.06
20120610,1h,149.91
20120611,1h,146.59
20120612,1h,150.55
20120613,1h,151.93
20120614,1h,151.13
20120615,1h,151.04
20120616,1h,150.75
20120617,1h,149.6
20120618,1h,149.35
20120619,1h,154.27
20120620,1h,151.15
20120621,1h,151.21
20120622,1h,152.14
20120623,1h,152.38
20120624,1h,145.75
20120625,1h,144.73
20120626,1h,151.07
20120627,1h,152.57
20120628,1h,150.37
20120629,1h,150.72
20120630,1h,151.55
20120701,1h,164.81
20120702,1h,162.31
20120703,1h,194.02
20120704,1h,162.13
20120705,1h,162.4
20120706,1h,161.91
20120707,1h,161.92
20120708,1h,161.1
20120709,1h,163.67
20120710,1h,162.1
20120711,1h,162.53
20120712,1h,163.01
20120713,1h,162.0
20120714,1h,162.27
20120715,1h,161.71
20120716,1h,161.83
20120717,1h,162.53
20120718,1h,163.22
20120719,1h,161.21
20120720,1h,162.42
20120721,1h,162.22
20120722,1h,157.32
20120723,1h,161.46
20120724,1h,160.82
20120725,1h,161.1
20120726,1h,161.79
20120727,1h,161.74
20120728,1h,162.39
20120729,1h,160.04
20120730,1h,155.58
20120731,1h,160.98
20120801,1h,148.5
20120802,1h,148.22
20120803,1h,147.36
20120804,1h,144.87
20120805,1h,147.14
20120806,1h,142.54
20120807,1h,143.23
20120808,1h,146.12
20120809,1h,147.65
20120810,1h,147.98
20120811,1h,146.44
20120812,1h,145.56
20120813,1h,142.16
20120814,1h,147.75
20120815,1h,147.24
20120816,1h,139.81
20120817,1h,146.91
20120818,1h,143.79
20120819,1h,142.56
20120820,1h,140.13
20120821,1h,146.93
20120822,1h,143.13
20120823,1h,143.16
20120824,1h,146.42
20120825,1h,143.36
20120826,1h,142.26
20120827,1h,139.86
20120828,1h,142.47
20120829,1h,142.49
20120830,1h,142.89
20120831,1h,141.04
20120901,1h,134.11
20120902,1h,131.46
20120903,1h,131.36
20120904,1h,133.84
20120905,1h,133.43
20120906,1h,138.49
20120907,1h,133.25
20120908,1h,138.11
20120909,1h,131.07
20120910,1h,74.36
20120911,1h,133.51
20120912,1h,133.23
20120913,1h,131.54
20120914,1h,132.55
20120915,1h,133.23
20120916,1h,130.93
20120917,1h,72.13
20120918,1h,137.37
20120919,1h,137.51
20120920,1h,133.82
20120921,1h,133.77
20120922,1h,133.86
20120923,1h,132.32
20120924,1h,140.56
20120925,1h,138.39
20120926,1h,137.4
20120927,1h,133.86
20120928,1h,133.62
20120929,1h,131.02
20120930,1h,49.4
20121001,1h,46.52
20121002,1h,47.45
20121003,1h,128.55
20121004,1h,131.52
20121005,1h,132.36
20121006,1h,132.04
20121007,1h,128.18
20121008,1h,127.52
20121009,1h,132.71
20121010,1h,133.38
20121011,1h,132.12
20121012,1h,131.96
20121013,1h,135.38
20121014,1h,131.03
20121015,1h,131.82
20121016,1h,132.34
20121017,1h,132.8
20121018,1h,133.31
20121019,1h,133.17
20121020,1h,132.7
20121021,1h,129.51
20121022,1h,130.6
20121023,1h,140.09
20121024,1h,131.26
20121025,1h,227.9
20121026,1h,131.72
20121027,1h,148.83
20121028,1h,130.62
20121029,1h,131.93
20121030,1h,148.98
20121031,1h,150.04
20121101,1h,118.01
20121102,1h,117.71
20121103,1h,116.23
20121104,1h,115.71
20121105,1h,116.68
20121106,1h,116.89
20121107,1h,125.57
20121108,1h,117.76
20121109,1h,126.88
20121110,1h,129.72
20121111,1h,117.45
20121112,1h,120.14
20121113,1h,144.89
20121114,1h,130.12
20121115,1h,117.64
20121116,1h,118.24
20121117,1h,131.68
20121118,1h,116.23
20121119,1h,119.55
20121120,1h,148.24
20121121,1h,146.57
20121122,1h,124.59
20121123,1h,129.06
20121124,1h,130.8
20121125,1h,117.94
20121126,1h,121.35
20121127,1h,120.9
20121128,1h,120.93
20121129,1h,125.12
20121130,1h,126.9
20121201,1h,139.75
20121202,1h,136.57
20121203,1h,127.76
20121204,1h,139.84
20121205,1h,157.31
20121206,1h,169.04
20121207,1h,136.56
20121208,1h,148.07
20121209,1h,135.41
20121210,1h,128.47
20121211,1h,169.0
20121212,1h,139.48
20121213,1h,167.56
20121214,1h,166.85
20121215,1h,145.64
20121216,1h,133.84
20121217,1h,137.86
20121218,1h,167.69
20121219,1h,140.03
20121220,1h,129.95
20121221,1h,140.02
20121222,1h,145.64
20121223,1h,147.48
20121224,1h,134.81
20121225,1h,141.41
20121226,1h,131.08
20121227,1h,169.58
20121228,1h,169.6
20121229,1h,180.3
20121230,1h,153.1
20121231,1h,133.6
20130101,1h,148.11
20130102,1h,154.47
20130103,1h,170.89
20130104,1h,152.27
20130105,1h,135.47
20130106,1h,138.3
20130107,1h,135.68
20130108,1h,146.58
20130109,1h,152.27
20130110,1h,146.58
20130111,1h,146.61
20130112,1h,153.48
20130113,1h,148.25
20130114,1h,137.52
20130115,1h,154.08
20130116,1h,154.31
20130117,1h,147.14
20130118,1h,135.71
20130119,1h,153.45
20130120,1h,155.45
20130121,1h,136.76
20130122,1h,147.38
20130123,1h,149.58
20130124,1h,154.77
20130125,1h,142.86
20130126,1h,137.99
20130127,1h,148.31
20130128,1h,137.09
20130129,1h,142.1
20130130,1h,135.21
20130131,1h,136.4
20130201,1h,160.82
20130202,1h,160.61
20130203,1h,152.38
20130204,1h,139.56
20130205,1h,138.35
20130206,1h,138.25
20130207,1h,157.61
20130208,1h,165.63
20130209,1h,149.07
20130210,1h,137.17
20130211,1h,140.45
20130212,1h,141.01
20130213,1h,156.41
20130214,1h,149.81
20130215,1h,150.23
20130216,1h,153.22
20130217,1h,151.66
20130218,1h,140.1
20130219,1h,150.77
20130220,1h,153.86
20130221,1h,149.77
20130222,1h,150.12
20130223,1h,144.98
20130224,1h,151.6
20130225,1h,141.54
20130226,1h,155.24
20130227,1h,150.62
20130228,1h,138.58
20130301,1h,141.26
20130302,1h,149.59
20130303,1h,158.65
20130304,1h,142.99
20130305,1h,141.31
20130306,1h,141.13
20130307,1h,152.89
20130308,1h,152.26
20130309,1h,161.04
20130310,1h,161.67
20130311,1h,144.32
20130312,1h,141.43
20130313,1h,150.21
20130314,1h,140.98
20130315,1h,141.53
20130316,1h,145.12
20130317,1h,155.62
20130318,1h,144.48
20130319,1h,140.64
20130320,1h,141.03
20130321,1h,140.55
20130322,1h,139.65
20130323,1h,148.57
20130324,1h,142.05
20130325,1h,142.54
20130326,1h,153.51
20130327,1h,141.68
20130328,1h,149.72
20130329,1h,186.19
20130330,1h,151.6
20130331,1h,161.79
20130401,1h,136.57
20130402,1h,144.26
20130403,1h,136.91
20130404,1h,135.63
20130405,1h,135.7
20130406,1h,140.24
20130407,1h,153.09
20130408,1h,135.66
20130409,1h,148.95
20130410,1h,164.45
20130411,1h,148.56
20130412,1h,152.5
20130413,1h,149.34
20130414,1h,139.55
20130415,1h,146.79
20130416,1h,149.36
20130417,1h,151.82
20130418,1h,179.11
20130419,1h,148.11
20130420,1h,177.99
20130421,1h,140.7
20130422,1h,149.58
20130423,1h,173.64
20130424,1h,152.3
20130425,1h,159.56
20130426,1h,150.22
20130427,1h,145.48
20130428,1h,156.44
20130429,1h,151.32
20130430,1h,150.86
20130501,1h,131.34
20130502,1h,146.92
20130503,1h,141.08
20130504,1h,140.63
20130505,1h,130.12
20130506,1h,140.52
20130507,1h,145.59
20130508,1h,138.69
20130509,1h,131.16
20130510,1h,130.34
20130511,1h,130.69
20130512,1h,135.57
20130513,1h,131.23
20130514,1h,130.09
20130515,1h,131.81
20130516,1h,130.02
20130517,1h,130.92
20130518,1h,131.07
20130519,1h,128.86
20130520,1h,129.14
20130521,1h,129.84
20130522,1h,129.92
20130523,1h,130.52
20130524,1h,129.86
20130525,1h,131.72
20130526,1h,125.48
20130527,1h,124.59
20130528,1h,129.22
20130529,1h,129.64
20130530,1h,129.92
20130531,1h,130.06
20130601,1h,134.0
20130602,1h,129.84
20130603,1h,128.77
20130604,1h,131.84
20130605,1h,134.95
20130606,1h,131.33
20130607,1h,129.83
20130608,1h,150.62
20130609,1h,132.11
20130610,1h,129.17
20130611,1h,132.32
20130612,1h,131.86
20130613,1h,131.19
20130614,1h,132.05
20130615,1h,131.34
20130616,1h,130.78
20130617,1h,129.23
20130618,1h,131.96
20130619,1h,131.94
20130620,1h,131.32
20130621,1h,131.75
20130622,1h,132.58
20130623,1h,130.93
20130624,1h,129.56
