Date,Type,SMP
20181121,최대,109.78
20181122,최대,110.08
20181123,최대,109.23
20181124,최대,106.29
20181125,최대,109.88
20181126,최대,108.41
20181127,최대,109.3
20181128,최대,109.87
20181129,최대,110.89
20181130,최대,109.92
20181201,최대,112.14
20181202,최대,110.52
20181203,최대,113.97
20181204,최대,112.75
20181205,최대,115.29
20181206,최대,114.11
20181207,최대,130.71
20181208,최대,112.86
20181209,최대,112.97
20181210,최대,113.78
20181211,최대,114.68
20181212,최대,115.15
20181213,최대,116.02
20181214,최대,115.77
20181215,최대,111.09
20181216,최대,111.44
20181217,최대,116.04
20181218,최대,117.31
20181219,최대,119.33
20181220,최대,116.16
20181221,최대,117.06
20181222,최대,113.63
20181223,최대,111.32
20181224,최대,115.83
20181225,최대,110.75
20181226,최대,116.93
20181227,최대,116.84
20181228,최대,117.59
20181229,최대,119.71
20181230,최대,111.22
20181231,최대,111.32
20190101,최대,112.17
20190102,최대,115.33
20190103,최대,114.97
20190104,최대,118.65
20190105,최대,114.61
20190106,최대,110.12
20190107,최대,115.56
20190108,최대,118.26
20190109,최대,118.65
20190110,최대,116.07
20190111,최대,115.42
20190112,최대,111.81
20190113,최대,110.61
20190114,최대,116.3
20190115,최대,116.69
20190116,최대,117.49
20190117,최대,116.11
20190118,최대,115.79
20190119,최대,114.61
20190120,최대,109.89
20190121,최대,116.63
20190122,최대,115.08
20190123,최대,116.21
20190124,최대,115.36
20190125,최대,116.93
20190126,최대,112.48
20190127,최대,111.61
20190128,최대,116.2
20190129,최대,115.39
20190130,최대,116.04
20190131,최대,116.45
20190201,최대,116.49
20190202,최대,109.66
20190203,최대,114.31
20190204,최대,205.94
20190205,최대,105.63
20190206,최대,108.87
20190207,최대,110.71
20190208,최대,112.4
20190209,최대,109.15
20190210,최대,108.59
20190211,최대,114.58
20190212,최대,113.68
20190213,최대,113.19
20190214,최대,114.15
20190215,최대,113.55
20190216,최대,112.84
20190217,최대,108.59
20190218,최대,114.14
20190219,최대,113.38
20190220,최대,112.97
20190221,최대,112.88
20190222,최대,113.58
20190223,최대,108.73
20190224,최대,107.32
20190225,최대,112.01
20190226,최대,114.58
20190227,최대,111.17
20190228,최대,113.16
20190301,최대,116.23
20190302,최대,116.49
20190303,최대,114.85
20190304,최대,119.41
20190305,최대,119.84
20190306,최대,119.27
20190307,최대,116.02
20190308,최대,119.5
20190309,최대,113.98
20190310,최대,112.47
20190311,최대,119.53
20190312,최대,124.95
20190313,최대,119.16
20190314,최대,117.17
20190315,최대,123.32
20190316,최대,113.14
20190317,최대,111.85
20190318,최대,119.62
20190319,최대,116.47
20190320,최대,117.79
20190321,최대,119.66
20190322,최대,115.7
20190323,최대,113.14
20190324,최대,113.4
20190325,최대,119.29
20190326,최대,116.43
20190327,최대,115.93
20190328,최대,115.99
20190329,최대,116.03
20190330,최대,113.14
20190331,최대,113.78
20190401,최대,106.15
20190402,최대,104.91
20190403,최대,105.54
20190404,최대,106.26
20190405,최대,106.26
20190406,최대,99.58
20190407,최대,97.56
20190408,최대,103.93
20190409,최대,105.34
20190410,최대,106.06
20190411,최대,103.47
20190412,최대,103.11
20190413,최대,100.04
20190414,최대,96.98
20190415,최대,104.13
20190416,최대,104.94
20190417,최대,103.59
20190418,최대,105.24
20190419,최대,102.52
20190420,최대,98.68
20190421,최대,96.1
20190422,최대,101.09
20190423,최대,102.86
20190424,최대,103.22
20190425,최대,102.26
20190426,최대,103.22
20190427,최대,101.02
20190428,최대,99.57
20190429,최대,103.99
20190430,최대,102.05
20190501,최대,79.77
20190502,최대,85.49
20190503,최대,83.0
20190504,최대,78.81
20190505,최대,80.61
20190506,최대,80.77
20190507,최대,82.98
20190508,최대,83.07
20190509,최대,82.36
20190510,최대,82.87
20190511,최대,79.21
20190512,최대,79.1
20190513,최대,83.46
20190514,최대,83.62
20190515,최대,83.52
20190516,최대,82.2
20190517,최대,83.1
20190518,최대,81.88
20190519,최대,78.87
20190520,최대,83.04
20190521,최대,83.32
20190522,최대,82.45
20190523,최대,82.95
20190524,최대,83.73
20190525,최대,81.04
20190526,최대,80.24
20190527,최대,83.13
20190528,최대,83.87
20190529,최대,82.87
20190530,최대,81.68
20190531,최대,81.28
20190601,최대,80.57
20190602,최대,79.04
20190603,최대,85.21
20190604,최대,83.56
20190605,최대,83.61
20190606,최대,80.36
20190607,최대,83.52
20190608,최대,81.0
20190609,최대,83.53
20190610,최대,83.06
20190611,최대,83.57
20190612,최대,83.15
20190613,최대,83.0
20190614,최대,83.57
20190615,최대,81.14
20190616,최대,80.53
20190617,최대,85.09
20190618,최대,83.57
20190619,최대,83.54
20190620,최대,83.93
20190621,최대,83.54
20190622,최대,80.6
20190623,최대,85.94
20190624,최대,83.2
20190625,최대,83.71
20190626,최대,83.75
20190627,최대,84.22
20190628,최대,83.99
20190629,최대,81.09
20190630,최대,80.95
20190701,최대,87.17
20190702,최대,85.01
20190703,최대,84.39
20190704,최대,84.64
20190705,최대,84.67
20190706,최대,82.51
20190707,최대,82.37
20190708,최대,86.03
20190709,최대,85.76
20190710,최대,83.33
20190711,최대,83.93
20190712,최대,83.71
20190713,최대,80.36
20190714,최대,79.43
20190715,최대,83.23
20190716,최대,83.43
20190717,최대,83.46
20190718,최대,84.53
20190719,최대,84.7
20190720,최대,81.37
20190721,최대,80.59
20190722,최대,85.59
20190723,최대,85.51
20190724,최대,86.17
20190725,최대,87.49
20190726,최대,87.5
20190727,최대,82.1
20190728,최대,80.82
20190729,최대,86.08
20190730,최대,84.58
20190731,최대,84.48
20190801,최대,90.83
20190802,최대,87.94
20190803,최대,86.36
20190804,최대,86.85
20190805,최대,90.9
20190806,최대,90.53
20190807,최대,89.69
20190808,최대,89.69
20190809,최대,90.62
20190810,최대,86.92
20190811,최대,86.67
20190812,최대,92.9
20190813,최대,92.74
20190814,최대,93.18
20190815,최대,91.19
20190816,최대,93.09
20190817,최대,86.85
20190818,최대,86.99
20190819,최대,92.04
20190820,최대,92.03
20190821,최대,91.18
20190822,최대,92.43
20190823,최대,89.68
20190824,최대,85.11
20190825,최대,84.75
20190826,최대,90.39
20190827,최대,89.48
20190828,최대,89.48
20190829,최대,88.77
20190830,최대,87.86
20190831,최대,83.61
20190901,최대,79.79
20190902,최대,83.81
20190903,최대,83.73
20190904,최대,84.57
20190905,최대,85.2
20190906,최대,86.04
20190907,최대,82.46
20190908,최대,81.83
20190909,최대,87.29
20190910,최대,87.47
20190911,최대,84.62
20190912,최대,86.98
20190913,최대,132.18
20190914,최대,85.95
20190915,최대,82.08
20190916,최대,85.56
20190917,최대,85.27
20190918,최대,85.24
20190919,최대,83.14
20190920,최대,83.73
20190921,최대,82.66
20190922,최대,79.47
20190923,최대,84.46
20190924,최대,83.45
20190925,최대,83.68
20190926,최대,84.42
20190927,최대,85.99
20190928,최대,82.7
20190929,최대,79.55
20190930,최대,86.6
20191001,최대,96.43
20191002,최대,95.5
20191003,최대,93.19
20191004,최대,145.63
20191005,최대,91.75
20191006,최대,88.56
20191007,최대,98.82
20191008,최대,98.27
20191009,최대,94.11
20191010,최대,95.42
20191011,최대,93.93
20191012,최대,90.67
20191013,최대,89.85
20191014,최대,94.46
20191015,최대,93.9
20191016,최대,93.66
20191017,최대,93.79
20191018,최대,93.78
20191019,최대,89.06
20191020,최대,87.09
20191021,최대,94.48
20191022,최대,93.78
20191023,최대,94.03
20191024,최대,94.01
20191025,최대,94.01
20191026,최대,90.61
20191027,최대,88.84
20191028,최대,94.06
20191029,최대,94.26
20191030,최대,94.39
20191031,최대,95.28
20191101,최대,83.93
20191102,최대,80.85
20191103,최대,80.38
20191104,최대,84.28
20191105,최대,84.03
20191106,최대,84.82
20191107,최대,83.79
20191108,최대,84.94
20191109,최대,82.12
20191110,최대,81.46
20191111,최대,84.8
20191112,최대,84.12
20191113,최대,84.65
20191114,최대,84.94
20191115,최대,84.81
20191116,최대,81.05
20191117,최대,79.84
20191118,최대,85.0
20191119,최대,84.87
20191120,최대,88.12
20191121,최대,87.0
20191122,최대,85.25
20191123,최대,84.49
20191124,최대,80.49
20191125,최대,84.46
20191126,최대,100.28
20191127,최대,89.4
20191128,최대,87.05
20191129,최대,86.11
20191130,최대,82.24
20191201,최대,85.66
20191202,최대,86.94
20191203,최대,87.67
20191204,최대,88.02
20191205,최대,87.49
20191206,최대,87.89
20191207,최대,83.15
20191208,최대,81.96
20191209,최대,87.02
20191210,최대,87.85
20191211,최대,88.15
20191212,최대,87.9
20191213,최대,86.86
20191214,최대,83.99
20191215,최대,83.59
20191216,최대,90.33
20191217,최대,88.18
20191218,최대,88.02
20191219,최대,87.62
20191220,최대,88.08
20191221,최대,83.45
20191222,최대,84.47
20191223,최대,88.43
20191224,최대,87.89
20191225,최대,83.2
20191226,최대,87.34
20191227,최대,87.69
20191228,최대,84.58
20191229,최대,82.25
20191230,최대,88.05
20191231,최대,86.09
20200101,최대,86.2
20200102,최대,89.68
20200103,최대,89.84
20200104,최대,84.6
20200105,최대,87.41
20200106,최대,89.7
20200107,최대,88.94
20200108,최대,90.57
20200109,최대,89.47
20200110,최대,88.36
20200111,최대,85.15
20200112,최대,84.78
20200113,최대,88.75
20200114,최대,89.48
20200115,최대,88.65
20200116,최대,89.73
20200117,최대,90.03
20200118,최대,84.63
20200119,최대,85.0
20200120,최대,88.47
20200121,최대,89.95
20200122,최대,89.06
20200123,최대,89.35
20200124,최대,83.61
20200125,최대,89.42
20200126,최대,83.61
20200127,최대,85.05
20200128,최대,87.7
20200129,최대,89.2
20200130,최대,89.98
20200131,최대,90.56
20200201,최대,83.06
20200202,최대,80.54
20200203,최대,86.34
20200204,최대,98.27
20200205,최대,85.61
20200206,최대,85.51
20200207,최대,86.82
20200208,최대,82.65
20200209,최대,85.11
20200210,최대,85.31
20200211,최대,84.74
20200212,최대,85.86
20200213,최대,85.69
20200214,최대,85.24
20200215,최대,82.09
20200216,최대,81.6
20200217,최대,86.32
20200218,최대,86.57
20200219,최대,83.38
20200220,최대,85.85
20200221,최대,84.13
20200222,최대,82.29
20200223,최대,81.0
20200224,최대,84.26
20200225,최대,85.28
20200226,최대,83.36
20200227,최대,85.88
20200228,최대,86.3
20200229,최대,81.53
20200301,최대,82.48
20200302,최대,86.97
20200303,최대,85.97
20200304,최대,86.23
20200305,최대,103.6
20200306,최대,86.9
20200307,최대,83.13
20200308,최대,83.9
20200309,최대,86.27
20200310,최대,87.96
20200311,최대,89.77
20200312,최대,86.49
20200313,최대,88.14
20200314,최대,88.35
20200315,최대,84.02
20200316,최대,86.97
20200317,최대,87.52
20200318,최대,87.34
20200319,최대,87.88
20200320,최대,87.48
20200321,최대,83.34
20200322,최대,84.52
20200323,최대,87.71
20200324,최대,87.77
20200325,최대,84.35
20200326,최대,87.8
20200327,최대,90.35
20200328,최대,82.93
20200329,최대,83.57
20200330,최대,86.64
20200331,최대,87.25
20200401,최대,81.08
20200402,최대,86.87
20200403,최대,80.79
20200404,최대,75.39
20200405,최대,76.42
20200406,최대,82.47
20200407,최대,81.03
20200408,최대,85.94
20200409,최대,86.45
20200410,최대,81.42
20200411,최대,77.77
20200412,최대,80.24
20200413,최대,83.57
20200414,최대,80.81
20200415,최대,80.41
20200416,최대,81.08
20200417,최대,84.44
20200418,최대,80.55
20200419,최대,78.78
20200420,최대,83.7
20200421,최대,82.34
20200422,최대,81.32
20200423,최대,82.01
20200424,최대,80.64
20200425,최대,73.62
20200426,최대,65.14
20200427,최대,80.64
20200428,최대,81.08
20200429,최대,81.08
20200430,최대,80.2
20200501,최대,82.9
20200502,최대,78.42
20200503,최대,81.83
20200504,최대,84.44
20200505,최대,80.64
20200506,최대,83.65
20200507,최대,84.8
20200508,최대,85.06
20200509,최대,81.94
20200510,최대,87.3
20200511,최대,89.92
20200512,최대,83.8
20200513,최대,84.48
20200514,최대,83.97
20200515,최대,82.67
20200516,최대,65.15
20200517,최대,65.78
20200518,최대,84.07
20200519,최대,86.06
20200520,최대,84.48
20200521,최대,84.48
20200522,최대,81.37
20200523,최대,61.81
20200524,최대,88.0
20200525,최대,78.86
20200526,최대,82.04
20200527,최대,84.02
20200528,최대,84.18
20200529,최대,80.11
20200530,최대,137.38
20200531,최대,83.56
20200601,최대,79.88
20200602,최대,78.04
20200603,최대,79.88
20200604,최대,80.08
20200605,최대,79.88
20200606,최대,79.73
20200607,최대,87.88
20200608,최대,80.78
20200609,최대,80.85
20200610,최대,84.73
20200611,최대,84.56
20200612,최대,88.41
20200613,최대,87.61
20200614,최대,86.82
20200615,최대,87.28
20200616,최대,82.61
20200617,최대,81.02
20200618,최대,81.34
20200619,최대,81.15
20200620,최대,103.07
20200621,최대,90.98
20200622,최대,82.37
20200623,최대,81.11
20200624,최대,82.73
20200625,최대,83.33
20200626,최대,82.13
20200627,최대,85.3
20200628,최대,88.23
20200629,최대,84.41
20200630,최대,80.67
20200701,최대,81.7
20200702,최대,81.7
20200703,최대,82.43
20200704,최대,71.39
20200705,최대,65.45
20200706,최대,82.15
20200707,최대,81.97
20200708,최대,82.56
20200709,최대,81.65
20200710,최대,82.76
20200711,최대,89.05
20200712,최대,89.16
20200713,최대,82.56
20200714,최대,79.76
20200715,최대,79.91
20200716,최대,79.81
20200717,최대,81.3
20200718,최대,74.51
20200719,최대,73.12
20200720,최대,82.81
20200721,최대,82.4
20200722,최대,83.97
20200723,최대,82.33
20200724,최대,81.66
20200725,최대,79.4
20200726,최대,88.33
20200727,최대,82.49
20200728,최대,82.09
20200729,최대,82.1
20200730,최대,82.45
20200731,최대,82.85
20200801,최대,69.1
20200802,최대,69.97
20200803,최대,64.51
20200804,최대,65.47
20200805,최대,65.7
20200806,최대,66.61
20200807,최대,66.32
20200808,최대,69.64
20200809,최대,69.95
20200810,최대,67.65
20200811,최대,67.62
20200812,최대,66.91
20200813,최대,67.17
20200814,최대,69.81
20200815,최대,69.22
20200816,최대,67.9
20200817,최대,67.98
20200818,최대,70.07
20200819,최대,69.64
20200820,최대,69.89
20200821,최대,69.74
20200822,최대,66.26
20200823,최대,68.28
20200824,최대,69.18
20200825,최대,72.77
20200826,최대,72.01
20200827,최대,70.38
20200828,최대,70.39
20200829,최대,66.06
20200830,최대,64.87
20200831,최대,70.01
20200901,최대,61.16
20200902,최대,60.62
20200903,최대,59.77
20200904,최대,61.14
20200905,최대,56.77
20200906,최대,60.49
20200907,최대,69.84
20200908,최대,59.53
20200909,최대,58.75
20200910,최대,59.39
20200911,최대,58.56
20200912,최대,55.76
20200913,최대,55.81
20200914,최대,60.58
20200915,최대,59.27
20200916,최대,58.53
20200917,최대,58.22
20200918,최대,59.91
20200919,최대,56.08
20200920,최대,55.66
20200921,최대,61.08
20200922,최대,58.28
20200923,최대,58.75
20200924,최대,58.52
20200925,최대,58.35
20200926,최대,55.19
20200927,최대,55.76
20200928,최대,58.55
20200929,최대,56.32
20200930,최대,54.97
20201001,최대,49.87
20201002,최대,51.31
20201003,최대,51.29
20201004,최대,54.83
20201005,최대,54.98
20201006,최대,53.95
20201007,최대,54.35
20201008,최대,55.45
20201009,최대,55.16
20201010,최대,50.54
20201011,최대,50.13
20201012,최대,52.57
20201013,최대,52.04
20201014,최대,52.94
20201015,최대,52.06
20201016,최대,52.52
20201017,최대,50.22
20201018,최대,54.23
20201019,최대,52.68
20201020,최대,52.0
20201021,최대,52.05
20201022,최대,52.45
20201023,최대,75.81
20201024,최대,50.0
20201025,최대,53.31
20201026,최대,52.14
20201027,최대,52.16
20201028,최대,53.84
20201029,최대,52.23
20201030,최대,52.96
20201031,최대,49.99
20201101,최대,49.93
20201102,최대,52.79
20201103,최대,52.66
20201104,최대,51.77
20201105,최대,53.85
20100101,최소,58.78
20100102,최소,98.83
20100103,최소,97.84
20100104,최소,101.25
20100105,최소,107.22
20100106,최소,106.66
20100107,최소,106.9
20100108,최소,106.48
20100109,최소,101.5
20100110,최소,96.84
20100111,최소,101.25
20100112,최소,107.91
20100113,최소,107.97
20100114,최소,107.15
20100115,최소,107.79
20100116,최소,101.87
20100117,최소,101.3
20100118,최소,101.25
20100119,최소,108.72
20100120,최소,107.44
20100121,최소,107.36
20100122,최소,102.25
20100123,최소,101.83
20100124,최소,97.83
20100125,최소,101.61
20100126,최소,102.68
20100127,최소,102.68
20100128,최소,102.09
20100129,최소,102.2
20100130,최소,101.87
20100131,최소,101.33
20100201,최소,100.64
20100202,최소,102.05
20100203,최소,102.03
20100204,최소,101.53
20100205,최소,102.7
20100206,최소,101.98
20100207,최소,97.89
20100208,최소,98.77
20100209,최소,102.83
20100210,최소,102.94
20100211,최소,101.63
20100212,최소,100.36
20100213,최소,36.65
20100214,최소,34.53
20100215,최소,35.96
20100216,최소,61.34
20100217,최소,98.78
20100218,최소,102.08
20100219,최소,102.12
20100220,최소,114.31
20100221,최소,100.63
20100222,최소,101.77
20100223,최소,102.99
20100224,최소,103.09
20100225,최소,102.41
20100226,최소,102.22
20100227,최소,102.82
20100228,최소,96.96
20100301,최소,94.0
20100302,최소,94.12
20100303,최소,95.86
20100304,최소,95.6
20100305,최소,95.85
20100306,최소,98.49
20100307,최소,96.03
20100308,최소,95.84
20100309,최소,96.46
20100310,최소,96.51
20100311,최소,96.65
20100312,최소,97.11
20100313,최소,97.12
20100314,최소,96.44
20100315,최소,97.77
20100316,최소,97.19
20100317,최소,97.17
20100318,최소,97.08
20100319,최소,97.13
20100320,최소,96.76
20100321,최소,94.3
20100322,최소,94.12
20100323,최소,97.22
20100324,최소,97.24
20100325,최소,97.15
20100326,최소,96.75
20100327,최소,96.79
20100328,최소,95.49
20100329,최소,95.58
20100330,최소,97.2
20100331,최소,97.26
20100401,최소,97.48
20100402,최소,97.43
20100403,최소,101.63
20100404,최소,95.94
20100405,최소,96.83
20100406,최소,97.47
20100407,최소,97.6
20100408,최소,97.21
20100409,최소,97.12
20100410,최소,98.05
20100411,최소,96.25
20100412,최소,96.44
20100413,최소,96.91
20100414,최소,97.15
20100415,최소,97.16
20100416,최소,97.17
20100417,최소,96.75
20100418,최소,94.18
20100419,최소,96.29
20100420,최소,97.39
20100421,최소,96.5
20100422,최소,96.29
20100423,최소,96.32
20100424,최소,96.24
20100425,최소,93.62
20100426,최소,91.77
20100427,최소,96.03
20100428,최소,95.96
20100429,최소,94.3
20100430,최소,94.34
20100501,최소,101.58
20100502,최소,99.91
20100503,최소,62.05
20100504,최소,102.01
20100505,최소,101.96
20100506,최소,62.05
20100507,최소,102.0
20100508,최소,104.02
20100509,최소,100.0
20100510,최소,62.05
20100511,최소,104.23
20100512,최소,104.26
20100513,최소,102.0
20100514,최소,101.98
20100515,최소,102.01
20100516,최소,99.77
20100517,최소,48.87
20100518,최소,102.0
20100519,최소,103.59
20100520,최소,101.99
20100521,최소,100.7
20100522,최소,100.93
20100523,최소,75.37
20100524,최소,61.2
20100525,최소,102.0
20100526,최소,102.01
20100527,최소,102.0
20100528,최소,101.99
20100529,최소,101.36
20100530,최소,101.36
20100531,최소,51.28
20100601,최소,102.66
20100602,최소,101.77
20100603,최소,101.51
20100604,최소,102.1
20100605,최소,101.97
20100606,최소,55.46
20100607,최소,47.82
20100608,최소,101.77
20100609,최소,101.69
20100610,최소,101.64
20100611,최소,101.81
20100612,최소,102.02
20100613,최소,48.19
20100614,최소,39.71
20100615,최소,100.65
20100616,최소,75.44
20100617,최소,76.03
20100618,최소,55.52
20100619,최소,55.75
20100620,최소,41.15
20100621,최소,39.27
20100622,최소,56.65
20100623,최소,56.65
20100624,최소,56.65
20100625,최소,74.29
20100626,최소,56.88
20100627,최소,46.1
20100628,최소,39.2
20100629,최소,48.7
20100630,최소,48.16
20100701,최소,39.96
20100702,최소,39.96
20100703,최소,39.89
20100704,최소,39.13
20100705,최소,38.49
20100706,최소,102.36
20100707,최소,79.43
20100708,최소,59.09
20100709,최소,103.3
20100710,최소,59.3
20100711,최소,39.38
20100712,최소,38.46
20100713,최소,46.22
20100714,최소,39.95
20100715,최소,39.95
20100716,최소,39.95
20100717,최소,39.88
20100718,최소,39.28
20100719,최소,38.48
20100720,최소,49.33
20100721,최소,39.95
20100722,최소,49.24
20100723,최소,48.78
20100724,최소,40.4
20100725,최소,39.39
20100726,최소,38.47
20100727,최소,49.16
20100728,최소,78.76
20100729,최소,59.11
20100730,최소,49.21
20100731,최소,49.36
20100801,최소,44.22
20100802,최소,42.97
20100803,최소,43.73
20100804,최소,43.92
20100805,최소,44.74
20100806,최소,49.59
20100807,최소,49.66
20100808,최소,43.74
20100809,최소,42.95
20100810,최소,49.68
20100811,최소,49.59
20100812,최소,49.58
20100813,최소,49.69
20100814,최소,43.93
20100815,최소,43.75
20100816,최소,43.07
20100817,최소,49.62
20100818,최소,47.56
20100819,최소,47.4
20100820,최소,47.6
20100821,최소,47.7
20100822,최소,43.74
20100823,최소,42.98
20100824,최소,80.51
20100825,최소,53.43
20100826,최소,81.82
20100827,최소,68.13
20100828,최소,108.07
20100829,최소,48.43
20100830,최소,44.13
20100831,최소,107.3
20100901,최소,102.68
20100902,최소,100.34
20100903,최소,101.86
20100904,최소,101.92
20100905,최소,46.53
20100906,최소,41.72
20100907,최소,100.29
20100908,최소,100.24
20100909,최소,100.35
20100910,최소,80.81
20100911,최소,102.01
20100912,최소,79.31
20100913,최소,42.46
20100914,최소,78.39
20100915,최소,100.22
20100916,최소,100.22
20100917,최소,100.23
20100918,최소,101.93
20100919,최소,46.51
20100920,최소,42.05
20100921,최소,41.58
20100922,최소,40.54
20100923,최소,40.35
20100924,최소,40.54
20100925,최소,41.48
20100926,최소,70.02
20100927,최소,46.4
20100928,최소,102.72
20100929,최소,102.94
20100930,최소,101.93
20101001,최소,98.56
20101002,최소,74.64
20101003,최소,54.5
20101004,최소,44.62
20101005,최소,98.34
20101006,최소,98.54
20101007,최소,98.56
20101008,최소,98.58
20101009,최소,98.48
20101010,최소,74.83
20101011,최소,43.65
20101012,최소,98.55
20101013,최소,99.17
20101014,최소,99.02
20101015,최소,99.3
20101016,최소,98.63
20101017,최소,98.15
20101018,최소,44.25
20101019,최소,99.48
20101020,최소,102.68
20101021,최소,99.35
20101022,최소,99.35
20101023,최소,99.31
20101024,최소,97.07
20101025,최소,44.04
20101026,최소,99.14
20101027,최소,98.77
20101028,최소,99.44
20101029,최소,102.28
20101030,최소,99.02
20101031,최소,65.46
20101101,최소,42.21
20101102,최소,95.53
20101103,최소,95.61
20101104,최소,95.13
20101105,최소,95.27
20101106,최소,92.29
20101107,최소,90.93
20101108,최소,42.49
20101109,최소,94.99
20101110,최소,95.02
20101111,최소,95.07
20101112,최소,95.03
20101113,최소,95.05
20101114,최소,92.41
20101115,최소,80.33
20101116,최소,94.96
20101117,최소,94.93
20101118,최소,95.11
20101119,최소,95.57
20101120,최소,94.87
20101121,최소,92.06
20101122,최소,91.13
20101123,최소,95.99
20101124,최소,95.6
20101125,최소,95.82
20101126,최소,95.51
20101127,최소,94.68
20101128,최소,90.3
20101129,최소,77.07
20101130,최소,95.6
20101201,최소,103.54
20101202,최소,103.77
20101203,최소,103.45
20101204,최소,103.74
20101205,최소,101.53
20101206,최소,100.17
20101207,최소,103.55
20101208,최소,102.66
20101209,최소,103.33
20101210,최소,103.81
20101211,최소,103.51
20101212,최소,98.85
20101213,최소,98.72
20101214,최소,103.55
20101215,최소,103.44
20101216,최소,103.44
20101217,최소,105.01
20101218,최소,103.82
20101219,최소,103.34
20101220,최소,100.94
20101221,최소,121.79
20101222,최소,120.25
20101223,최소,105.03
20101224,최소,107.96
20101225,최소,104.54
20101226,최소,104.1
20101227,최소,102.54
20101228,최소,103.87
20101229,최소,103.83
20101230,최소,106.27
20101231,최소,107.64
20110101,최소,104.02
20110102,최소,104.14
20110103,최소,107.42
20110104,최소,108.75
20110105,최소,108.39
20110106,최소,115.41
20110107,최소,116.13
20110108,최소,108.33
20110109,최소,106.22
20110110,최소,107.59
20110111,최소,120.82
20110112,최소,115.43
20110113,최소,120.99
20110114,최소,121.16
20110115,최소,109.66
20110116,최소,106.03
20110117,최소,107.54
20110118,최소,116.78
20110119,최소,121.0
20110120,최소,121.07
20110121,최소,122.97
20110122,최소,111.68
20110123,최소,106.49
20110124,최소,108.11
20110125,최소,120.89
20110126,최소,121.01
20110127,최소,123.03
20110128,최소,117.7
20110129,최소,115.75
20110130,최소,106.86
20110131,최소,108.09
20110201,최소,109.71
20110202,최소,42.8
20110203,최소,36.74
20110204,최소,38.78
20110205,최소,74.29
20110206,최소,102.38
20110207,최소,108.15
20110208,최소,123.19
20110209,최소,122.58
20110210,최소,108.48
20110211,최소,107.82
20110212,최소,121.63
20110213,최소,107.94
20110214,최소,108.45
20110215,최소,108.51
20110216,최소,107.89
20110217,최소,109.7
20110218,최소,109.73
20110219,최소,115.91
20110220,최소,107.74
20110221,최소,108.24
20110222,최소,115.22
20110223,최소,115.31
20110224,최소,108.34
20110225,최소,107.65
20110226,최소,110.43
20110227,최소,106.7
20110228,최소,107.45
20110301,최소,108.11
20110302,최소,109.25
20110303,최소,109.13
20110304,최소,109.27
20110305,최소,112.47
20110306,최소,109.13
20110307,최소,109.14
20110308,최소,110.85
20110309,최소,110.83
20110310,최소,110.84
20110311,최소,110.9
20110312,최소,110.98
20110313,최소,109.43
20110314,최소,109.72
20110315,최소,112.97
20110316,최소,112.85
20110317,최소,109.4
20110318,최소,109.62
20110319,최소,109.04
20110320,최소,105.53
20110321,최소,105.1
20110322,최소,112.97
20110323,최소,110.53
20110324,최소,109.32
20110325,최소,109.46
20110326,최소,109.35
20110327,최소,105.48
20110328,최소,105.66
20110329,최소,109.7
20110330,최소,109.78
20110331,최소,109.76
20110401,최소,106.15
20110402,최소,105.97
20110403,최소,102.14
20110404,최소,102.05
20110405,최소,106.23
20110406,최소,106.28
20110407,최소,105.34
20110408,최소,105.6
20110409,최소,106.14
20110410,최소,105.02
20110411,최소,103.05
20110412,최소,105.63
20110413,최소,105.4
20110414,최소,106.19
20110415,최소,106.03
20110416,최소,105.57
20110417,최소,102.06
20110418,최소,101.84
20110419,최소,105.31
20110420,최소,105.38
20110421,최소,106.31
20110422,최소,105.28
20110423,최소,106.01
20110424,최소,101.89
20110425,최소,101.98
20110426,최소,106.92
20110427,최소,105.4
20110428,최소,106.31
20110429,최소,106.3
20110430,최소,105.29
20110501,최소,109.39
20110502,최소,109.49
20110503,최소,113.04
20110504,최소,113.35
20110505,최소,109.65
20110506,최소,108.41
20110507,최소,112.95
20110508,최소,88.29
20110509,최소,50.44
20110510,최소,108.86
20110511,최소,106.17
20110512,최소,109.15
20110513,최소,109.57
20110514,최소,109.42
20110515,최소,58.6
20110516,최소,50.44
20110517,최소,109.53
20110518,최소,108.54
20110519,최소,109.14
20110520,최소,109.16
20110521,최소,109.1
20110522,최소,108.1
20110523,최소,55.58
20110524,최소,109.74
20110525,최소,109.77
20110526,최소,109.52
20110527,최소,109.64
20110528,최소,110.83
20110529,최소,88.25
20110530,최소,50.17
20110531,최소,109.46
20110601,최소,109.2
20110602,최소,109.02
20110603,최소,108.96
20110604,최소,109.8
20110605,최소,93.25
20110606,최소,49.35
20110607,최소,56.8
20110608,최소,110.03
20110609,최소,109.82
20110610,최소,108.18
20110611,최소,108.27
20110612,최소,66.66
20110613,최소,48.96
20110614,최소,108.13
20110615,최소,107.94
20110616,최소,108.16
20110617,최소,109.08
20110618,최소,107.72
20110619,최소,49.35
20110620,최소,48.96
20110621,최소,108.91
20110622,최소,108.74
20110623,최소,108.54
20110624,최소,108.3
20110625,최소,110.07
20110626,최소,57.85
20110627,최소,49.34
20110628,최소,107.98
20110629,최소,107.93
20110630,최소,106.46
20110701,최소,115.02
20110702,최소,71.8
20110703,최소,46.54
20110704,최소,45.18
20110705,최소,57.95
20110706,최소,57.8
20110707,최소,57.83
20110708,최소,57.83
20110709,최소,57.95
