Date,Type,SMP
20160131,최소,85.41
20160201,최소,88.89
20160202,최소,88.89
20160203,최소,88.88
20160204,최소,88.89
20160205,최소,86.78
20160206,최소,86.2
20160207,최소,53.78
20160208,최소,34.54
20160209,최소,35.51
20160210,최소,37.72
20160211,최소,57.03
20160212,최소,86.46
20160213,최소,88.94
20160214,최소,87.87
20160215,최소,88.88
20160216,최소,88.89
20160217,최소,88.89
20160218,최소,88.91
20160219,최소,86.02
20160220,최소,86.2
20160221,최소,84.63
20160222,최소,84.95
20160223,최소,85.95
20160224,최소,88.89
20160225,최소,88.89
20160226,최소,88.89
20160227,최소,86.25
20160228,최소,84.65
20160229,최소,88.43
20160301,최소,84.4
20160302,최소,84.74
20160303,최소,84.76
20160304,최소,84.79
20160305,최소,87.26
20160306,최소,84.23
20160307,최소,83.77
20160308,최소,87.46
20160309,최소,86.78
20160310,최소,86.78
20160311,최소,86.95
20160312,최소,84.49
20160313,최소,82.78
20160314,최소,82.97
20160315,최소,84.61
20160316,최소,86.3
20160317,최소,85.98
20160318,최소,85.98
20160319,최소,84.39
20160320,최소,81.54
20160321,최소,85.31
20160322,최소,85.98
20160323,최소,85.98
20160324,최소,85.98
20160325,최소,85.98
20160326,최소,84.06
20160327,최소,66.69
20160328,최소,52.03
20160329,최소,83.53
20160330,최소,83.37
20160331,최소,85.98
20160401,최소,72.14
20160402,최소,73.11
20160403,최소,69.07
20160404,최소,69.45
20160405,최소,74.14
20160406,최소,72.87
20160407,최소,74.27
20160408,최소,72.7
20160409,최소,73.38
20160410,최소,71.51
20160411,최소,47.34
20160412,최소,73.02
20160413,최소,73.63
20160414,최소,69.45
20160415,최소,72.48
20160416,최소,73.05
20160417,최소,72.11
20160418,최소,50.7
20160419,최소,72.84
20160420,최소,73.0
20160421,최소,72.67
20160422,최소,72.53
20160423,최소,72.54
20160424,최소,36.55
20160425,최소,36.95
20160426,최소,69.45
20160427,최소,72.2
20160428,최소,69.05
20160429,최소,69.45
20160430,최소,69.07
20160501,최소,37.88
20160502,최소,37.28
20160503,최소,66.59
20160504,최소,66.24
20160505,최소,57.11
20160506,최소,64.14
20160507,최소,67.42
20160508,최소,50.17
20160509,최소,37.86
20160510,최소,66.53
20160511,최소,66.53
20160512,최소,64.63
20160513,최소,67.4
20160514,최소,67.15
20160515,최소,64.28
20160516,최소,50.34
20160517,최소,67.81
20160518,최소,69.76
20160519,최소,69.15
20160520,최소,69.35
20160521,최소,65.63
20160522,최소,64.47
20160523,최소,51.41
20160524,최소,67.84
20160525,최소,67.68
20160526,최소,67.74
20160527,최소,67.06
20160528,최소,67.32
20160529,최소,64.66
20160530,최소,51.17
20160531,최소,69.76
20160601,최소,63.82
20160602,최소,63.83
20160603,최소,61.32
20160604,최소,61.48
20160605,최소,56.48
20160606,최소,50.94
20160607,최소,37.27
20160608,최소,63.82
20160609,최소,63.82
20160610,최소,63.82
20160611,최소,62.77
20160612,최소,58.42
20160613,최소,37.33
20160614,최소,63.6
20160615,최소,63.6
20160616,최소,63.83
20160617,최소,63.75
20160618,최소,61.4
20160619,최소,59.36
20160620,최소,48.77
20160621,최소,63.82
20160622,최소,63.82
20160623,최소,63.82
20160624,최소,63.82
20160625,최소,61.49
20160626,최소,61.91
20160627,최소,55.97
20160628,최소,63.82
20160629,최소,63.82
20160630,최소,63.82
20160701,최소,63.65
20160702,최소,63.35
20160703,최소,55.03
20160704,최소,38.26
20160705,최소,63.72
20160706,최소,63.72
20160707,최소,63.66
20160708,최소,63.52
20160709,최소,63.43
20160710,최소,37.89
20160711,최소,36.59
20160712,최소,63.68
20160713,최소,63.08
20160714,최소,63.83
20160715,최소,63.71
20160716,최소,63.37
20160717,최소,38.04
20160718,최소,38.32
20160719,최소,64.2
20160720,최소,63.78
20160721,최소,63.2
20160722,최소,63.82
20160723,최소,63.39
20160724,최소,45.78
20160725,최소,37.14
20160726,최소,63.77
20160727,최소,63.67
20160728,최소,63.7
20160729,최소,64.07
20160730,최소,64.81
20160731,최소,63.48
20160801,최소,51.78
20160802,최소,65.78
20160803,최소,65.66
20160804,최소,65.0
20160805,최소,66.39
20160806,최소,65.52
20160807,최소,65.08
20160808,최소,47.62
20160809,최소,66.19
20160810,최소,68.28
20160811,최소,68.15
20160812,최소,68.56
20160813,최소,65.53
20160814,최소,65.59
20160815,최소,50.98
20160816,최소,65.13
20160817,최소,68.22
20160818,최소,66.33
20160819,최소,66.32
20160820,최소,65.4
20160821,최소,61.79
20160822,최소,63.0
20160823,최소,66.3
20160824,최소,66.07
20160825,최소,66.02
20160826,최소,66.06
20160827,최소,65.38
20160828,최소,65.44
20160829,최소,66.05
20160830,최소,65.91
20160831,최소,65.96
20160901,최소,68.65
20160902,최소,68.5
20160903,최소,68.87
20160904,최소,67.42
20160905,최소,65.93
20160906,최소,68.52
20160907,최소,68.43
20160908,최소,68.45
20160909,최소,68.86
20160910,최소,68.94
20160911,최소,68.03
20160912,최소,64.79
20160913,최소,68.86
20160914,최소,63.27
20160915,최소,36.07
20160916,최소,36.5
20160917,최소,37.09
20160918,최소,68.49
20160919,최소,68.69
20160920,최소,68.76
20160921,최소,68.74
20160922,최소,68.73
20160923,최소,68.88
20160924,최소,71.73
20160925,최소,70.38
20160926,최소,68.58
20160927,최소,68.64
20160928,최소,68.8
20160929,최소,68.73
20160930,최소,68.88
20161001,최소,70.33
20161002,최소,68.82
20161003,최소,70.2
20161004,최소,69.5
20161005,최소,69.55
20161006,최소,68.48
20161007,최소,69.46
20161008,최소,71.07
20161009,최소,68.15
20161010,최소,68.4
20161011,최소,69.46
20161012,최소,71.89
20161013,최소,71.88
20161014,최소,70.56
20161015,최소,72.6
20161016,최소,71.01
20161017,최소,68.45
20161018,최소,71.89
20161019,최소,69.35
20161020,최소,69.49
20161021,최소,70.56
20161022,최소,72.37
20161023,최소,68.77
20161024,최소,68.29
20161025,최소,69.51
20161026,최소,68.61
20161027,최소,68.36
20161028,최소,69.52
20161029,최소,70.2
20161030,최소,69.5
20161031,최소,67.62
20161101,최소,69.84
20161102,최소,71.05
20161103,최소,69.87
20161104,최소,71.52
20161105,최소,73.82
20161106,최소,70.12
20161107,최소,69.49
20161108,최소,71.48
20161109,최소,74.52
20161110,최소,73.13
20161111,최소,73.12
20161112,최소,73.82
20161113,최소,70.04
20161114,최소,69.71
20161115,최소,72.67
20161116,최소,71.48
20161117,최소,71.49
20161118,최소,71.52
20161119,최소,72.77
20161120,최소,70.06
20161121,최소,69.42
20161122,최소,72.52
20161123,최소,72.63
20161124,최소,73.13
20161125,최소,73.12
20161126,최소,74.06
20161127,최소,72.99
20161128,최소,73.33
20161129,최소,74.75
20161130,최소,74.75
20161201,최소,84.09
20161202,최소,84.11
20161203,최소,84.6
20161204,최소,82.64
20161205,최소,82.35
20161206,최소,84.11
20161207,최소,84.11
20161208,최소,84.11
20161209,최소,83.04
20161210,최소,84.43
20161211,최소,82.57
20161212,최소,83.14
20161213,최소,84.11
20161214,최소,83.84
20161215,최소,84.09
20161216,최소,82.9
20161217,최소,84.49
20161218,최소,81.75
20161219,최소,82.54
20161220,최소,84.11
20161221,최소,84.11
20161222,최소,84.11
20161223,최소,84.11
20161224,최소,81.89
20161225,최소,80.44
20161226,최소,59.5
20161227,최소,82.09
20161228,최소,82.55
20161229,최소,82.53
20161230,최소,82.56
20161231,최소,83.38
20170101,최소,48.08
20170102,최소,82.88
20170103,최소,85.17
20170104,최소,85.19
20170105,최소,84.55
20170106,최소,83.82
20170107,최소,82.82
20170108,최소,80.14
20170109,최소,77.65
20170110,최소,85.17
20170111,최소,83.79
20170112,최소,83.77
20170113,최소,86.43
20170114,최소,83.41
20170115,최소,81.2
20170116,최소,80.17
20170117,최소,83.79
20170118,최소,86.03
20170119,최소,86.55
20170120,최소,86.55
20170121,최소,85.44
20170122,최소,83.65
20170123,최소,83.16
20170124,최소,86.56
20170125,최소,86.55
20170126,최소,85.89
20170127,최소,80.18
20170128,최소,44.11
20170129,최소,45.94
20170130,최소,58.0
20170131,최소,81.21
20170201,최소,88.41
20170202,최소,88.61
20170203,최소,88.41
20170204,최소,87.73
20170205,최소,84.99
20170206,최소,88.41
20170207,최소,88.42
20170208,최소,88.41
20170209,최소,88.41
20170210,최소,88.61
20170211,최소,87.53
20170212,최소,85.1
20170213,최소,88.41
20170214,최소,88.41
20170215,최소,88.42
20170216,최소,88.42
20170217,최소,88.41
20170218,최소,87.95
20170219,최소,85.14
20170220,최소,88.45
20170221,최소,88.41
20170222,최소,88.61
20170223,최소,88.41
20170224,최소,88.41
20170225,최소,87.28
20170226,최소,84.12
20170227,최소,86.62
20170228,최소,88.41
20170301,최소,88.88
20170302,최소,86.61
20170303,최소,88.46
20170304,최소,87.48
20170305,최소,85.83
20170306,최소,61.63
20170307,최소,89.36
20170308,최소,88.26
20170309,최소,88.16
20170310,최소,88.74
20170311,최소,89.98
20170312,최소,87.27
20170313,최소,86.64
20170314,최소,90.52
20170315,최소,89.41
20170316,최소,88.44
20170317,최소,88.48
20170318,최소,86.81
20170319,최소,85.17
20170320,최소,85.24
20170321,최소,87.81
20170322,최소,88.54
20170323,최소,86.75
20170324,최소,86.75
20170325,최소,86.93
20170326,최소,62.71
20170327,최소,71.2
20170328,최소,86.73
20170329,최소,88.81
20170330,최소,88.77
20170331,최소,88.3
20170401,최소,73.37
20170402,최소,66.58
20170403,최소,73.0
20170404,최소,73.46
20170405,최소,73.25
20170406,최소,73.25
20170407,최소,73.25
20170408,최소,72.85
20170409,최소,57.48
20170410,최소,57.71
20170411,최소,73.26
20170412,최소,73.25
20170413,최소,73.26
20170414,최소,73.26
20170415,최소,72.65
20170416,최소,62.34
20170417,최소,60.68
20170418,최소,73.52
20170419,최소,73.33
20170420,최소,72.83
20170421,최소,72.59
20170422,최소,71.6
20170423,최소,58.92
20170424,최소,71.85
20170425,최소,73.26
20170426,최소,73.25
20170427,최소,73.25
20170428,최소,73.25
20170429,최소,72.88
20170430,최소,56.04
20170501,최소,52.77
20170502,최소,76.29
20170503,최소,58.58
20170504,최소,79.02
20170505,최소,56.11
20170506,최소,57.04
20170507,최소,54.02
20170508,최소,55.33
20170509,최소,76.64
20170510,최소,54.27
20170511,최소,79.25
20170512,최소,79.0
20170513,최소,76.27
20170514,최소,53.37
20170515,최소,55.13
20170516,최소,75.68
20170517,최소,75.04
20170518,최소,74.88
20170519,최소,74.88
20170520,최소,73.98
20170521,최소,53.37
20170522,최소,53.55
20170523,최소,69.91
20170524,최소,69.85
20170525,최소,64.35
20170526,최소,70.69
20170527,최소,59.28
20170528,최소,55.43
20170529,최소,54.47
20170530,최소,74.27
20170531,최소,75.64
20170601,최소,79.93
20170602,최소,79.9
20170603,최소,79.88
20170604,최소,76.75
20170605,최소,55.15
20170606,최소,79.2
20170607,최소,54.79
20170608,최소,79.7
20170609,최소,79.13
20170610,최소,78.59
20170611,최소,56.6
20170612,최소,56.45
20170613,최소,74.82
20170614,최소,66.82
20170615,최소,77.59
20170616,최소,74.77
20170617,최소,79.65
20170618,최소,66.8
20170619,최소,66.82
20170620,최소,80.01
20170621,최소,79.04
20170622,최소,79.72
20170623,최소,79.15
20170624,최소,66.94
20170625,최소,51.54
20170626,최소,50.24
20170627,최소,79.12
20170628,최소,78.57
20170629,최소,74.59
20170630,최소,74.99
20170701,최소,67.43
20170702,최소,52.79
20170703,최소,52.88
20170704,최소,57.79
20170705,최소,61.6
20170706,최소,62.77
20170707,최소,57.16
20170708,최소,58.65
20170709,최소,52.79
20170710,최소,52.88
20170711,최소,63.27
20170712,최소,65.3
20170713,최소,64.06
20170714,최소,65.57
20170715,최소,65.0
20170716,최소,52.79
20170717,최소,52.88
20170718,최소,65.03
20170719,최소,65.03
20170720,최소,67.7
20170721,최소,67.7
20170722,최소,65.23
20170723,최소,54.86
20170724,최소,52.88
20170725,최소,67.64
20170726,최소,70.09
20170727,최소,67.62
20170728,최소,65.03
20170729,최소,58.7
20170730,최소,52.79
20170731,최소,52.88
20170801,최소,52.07
20170802,최소,55.25
20170803,최소,56.42
20170804,최소,57.33
20170805,최소,55.92
20170806,최소,53.85
20170807,최소,54.48
20170808,최소,60.07
20170809,최소,59.0
20170810,최소,58.67
20170811,최소,59.0
20170812,최소,58.71
20170813,최소,56.51
20170814,최소,54.49
20170815,최소,56.79
20170816,최소,53.53
20170817,최소,58.91
20170818,최소,58.91
20170819,최소,61.93
20170820,최소,53.53
20170821,최소,54.51
20170822,최소,58.91
20170823,최소,58.67
20170824,최소,56.41
20170825,최소,58.91
20170826,최소,58.57
20170827,최소,52.48
20170828,최소,53.48
20170829,최소,58.46
20170830,최소,59.16
20170831,최소,58.63
20170901,최소,55.19
20170902,최소,55.06
20170903,최소,51.3
20170904,최소,51.37
20170905,최소,55.19
20170906,최소,55.19
20170907,최소,55.19
20170908,최소,55.35
20170909,최소,53.12
20170910,최소,51.98
20170911,최소,50.7
20170912,최소,52.36
20170913,최소,55.19
20170914,최소,55.19
20170915,최소,55.19
20170916,최소,55.06
20170917,최소,52.09
20170918,최소,50.51
20170919,최소,54.14
20170920,최소,60.75
20170921,최소,57.62
20170922,최소,60.76
20170923,최소,55.06
20170924,최소,55.03
20170925,최소,51.35
20170926,최소,55.19
20170927,최소,58.56
20170928,최소,59.77
20170929,최소,55.19
20170930,최소,55.06
20171001,최소,49.03
20171002,최소,46.91
20171003,최소,49.12
20171004,최소,46.86
20171005,최소,46.12
20171006,최소,47.16
20171007,최소,45.97
20171008,최소,48.1
20171009,최소,48.35
20171010,최소,49.34
20171011,최소,57.38
20171012,최소,62.19
20171013,최소,63.66
20171014,최소,62.05
20171015,최소,49.86
20171016,최소,49.34
20171017,최소,66.6
20171018,최소,71.08
20171019,최소,75.39
20171020,최소,74.39
20171021,최소,72.72
20171022,최소,62.01
20171023,최소,57.71
20171024,최소,74.29
20171025,최소,70.96
20171026,최소,66.17
20171027,최소,74.28
20171028,최소,77.12
20171029,최소,62.01
20171030,최소,60.18
20171031,최소,77.03
20171101,최소,78.2
20171102,최소,78.26
20171103,최소,78.74
20171104,최소,77.07
20171105,최소,63.36
20171106,최소,68.14
20171107,최소,77.28
20171108,최소,71.85
20171109,최소,77.05
20171110,최소,73.61
20171111,최소,69.58
20171112,최소,56.81
20171113,최소,56.97
20171114,최소,77.0
20171115,최소,78.57
20171116,최소,76.84
20171117,최소,76.91
20171118,최소,76.15
20171119,최소,67.75
20171120,최소,68.05
20171121,최소,77.52
20171122,최소,78.58
20171123,최소,78.71
20171124,최소,78.65
20171125,최소,79.21
20171126,최소,76.25
20171127,최소,76.42
20171128,최소,78.56
20171129,최소,78.72
20171130,최소,78.69
20171201,최소,88.2
20171202,최소,83.82
20171203,최소,81.68
20171204,최소,71.25
20171205,최소,88.51
20171206,최소,88.51
20171207,최소,88.51
20171208,최소,88.51
20171209,최소,88.04
20171210,최소,83.54
20171211,최소,77.73
20171212,최소,87.87
20171213,최소,88.51
20171214,최소,88.51
20171215,최소,88.51
20171216,최소,87.14
20171217,최소,84.55
20171218,최소,85.46
20171219,최소,88.51
20171220,최소,88.51
20171221,최소,88.51
20171222,최소,88.51
20171223,최소,88.17
20171224,최소,84.7
20171225,최소,84.4
20171226,최소,88.51
20171227,최소,88.51
20171228,최소,88.51
20171229,최소,88.51
20171230,최소,88.04
20171231,최소,70.93
20180101,최소,73.69
20180102,최소,88.36
20180103,최소,88.37
20180104,최소,88.37
20180105,최소,88.23
20180106,최소,88.38
20180107,최소,85.28
20180108,최소,87.72
20180109,최소,88.48
20180110,최소,88.48
20180111,최소,88.24
20180112,최소,88.23
20180113,최소,88.41
20180114,최소,87.06
20180115,최소,82.1
20180116,최소,88.23
20180117,최소,88.36
20180118,최소,88.23
20180119,최소,88.23
20180120,최소,86.83
20180121,최소,83.8
20180122,최소,79.79
20180123,최소,88.23
20180124,최소,88.23
20180125,최소,88.23
20180126,최소,88.23
20180127,최소,88.38
20180128,최소,87.06
20180129,최소,88.2
20180130,최소,89.97
20180131,최소,88.36
20180201,최소,87.81
20180202,최소,87.21
20180203,최소,87.19
20180204,최소,85.73
20180205,최소,85.51
20180206,최소,87.68
20180207,최소,87.77
20180208,최소,87.85
20180209,최소,88.69
20180210,최소,90.3
20180211,최소,85.75
20180212,최소,86.33
20180213,최소,88.06
20180214,최소,86.76
20180215,최소,68.7
20180216,최소,51.12
20180217,최소,55.68
20180218,최소,68.68
20180219,최소,85.17
20180220,최소,89.74
20180221,최소,89.68
20180222,최소,86.77
20180223,최소,86.49
20180224,최소,86.47
20180225,최소,85.03
20180226,최소,81.59
20180227,최소,86.93
20180228,최소,86.83
20180301,최소,96.36
20180302,최소,96.62
20180303,최소,97.6
20180304,최소,94.96
20180305,최소,96.13
20180306,최소,99.6
20180307,최소,99.46
20180308,최소,99.46
20180309,최소,97.99
20180310,최소,98.33
20180311,최소,95.17
20180312,최소,96.67
20180313,최소,99.46
20180314,최소,97.79
20180315,최소,99.32
20180316,최소,98.27
20180317,최소,95.15
20180318,최소,90.21
20180319,최소,90.08
20180320,최소,96.11
20180321,최소,97.85
20180322,최소,99.46
20180323,최소,97.79
20180324,최소,97.33
20180325,최소,95.73
20180326,최소,96.32
20180327,최소,99.18
20180328,최소,99.21
20180329,최소,96.89
20180330,최소,96.47
20180331,최소,95.46
20180401,최소,85.17
20180402,최소,81.63
20180403,최소,86.66
20180404,최소,86.55
20180405,최소,86.48
20180406,최소,86.3
20180407,최소,85.6
20180408,최소,84.9
20180409,최소,74.7
20180410,최소,87.63
20180411,최소,87.0
20180412,최소,87.49
20180413,최소,87.37
20180414,최소,87.24
20180415,최소,85.92
20180416,최소,85.5
20180417,최소,88.56
20180418,최소,87.7
20180419,최소,87.63
20180420,최소,87.96
20180421,최소,88.31
20180422,최소,85.51
20180423,최소,86.04
20180424,최소,87.72
20180425,최소,88.5
20180426,최소,87.8
20180427,최소,87.8
20180428,최소,87.45
20180429,최소,86.5
20180430,최소,81.88
20180501,최소,85.76
20180502,최소,85.7
20180503,최소,84.0
20180504,최소,83.8
20180505,최소,83.56
20180506,최소,80.15
20180507,최소,67.28
20180508,최소,80.15
20180509,최소,85.78
20180510,최소,85.89
20180511,최소,84.35
20180512,최소,84.86
20180513,최소,80.55
20180514,최소,67.02
20180515,최소,84.26
20180516,최소,83.75
20180517,최소,83.6
20180518,최소,83.58
20180519,최소,81.54
20180520,최소,66.54
20180521,최소,63.23
20180522,최소,82.98
20180523,최소,66.78
20180524,최소,84.34
20180525,최소,84.36
20180526,최소,84.41
20180527,최소,78.47
20180528,최소,73.03
20180529,최소,84.28
20180530,최소,84.17
20180531,최소,84.38
20180601,최소,88.25
20180602,최소,87.26
20180603,최소,82.04
20180604,최소,80.61
20180605,최소,86.98
20180606,최소,86.79
20180607,최소,81.09
20180608,최소,87.19
20180609,최소,86.52
20180610,최소,72.07
20180611,최소,73.68
20180612,최소,87.12
20180613,최소,86.36
20180614,최소,86.25
20180615,최소,86.37
20180616,최소,86.09
20180617,최소,71.92
20180618,최소,71.69
20180619,최소,86.03
20180620,최소,85.85
20180621,최소,85.87
20180622,최소,82.25
20180623,최소,82.96
20180624,최소,69.87
20180625,최소,69.39
20180626,최소,81.11
20180627,최소,80.95
20180628,최소,81.54
20180629,최소,82.01
20180630,최소,72.07
20180701,최소,62.99
20180702,최소,57.39
20180703,최소,67.72
20180704,최소,69.76
20180705,최소,69.48
20180706,최소,67.72
20180707,최소,66.09
20180708,최소,58.9
20180709,최소,56.97
20180710,최소,63.19
20180711,최소,63.54
20180712,최소,62.33
20180713,최소,62.25
20180714,최소,61.81
20180715,최소,56.97
20180716,최소,55.14
20180717,최소,69.8
20180718,최소,68.46
20180719,최소,73.17
20180720,최소,73.13
20180721,최소,67.48
20180722,최소,58.42
20180723,최소,58.99
20180724,최소,70.86
20180725,최소,72.09
20180726,최소,81.85
20180727,최소,81.62
20180728,최소,86.54
20180729,최소,63.75
20180730,최소,66.75
20180731,최소,70.15
20180801,최소,77.37
20180802,최소,67.8
20180803,최소,68.33
20180804,최소,63.49
20180805,최소,61.3
20180806,최소,60.83
20180807,최소,87.63
20180808,최소,83.42
20180809,최소,82.82
20180810,최소,81.97
20180811,최소,83.56
20180812,최소,64.56
20180813,최소,68.31
20180814,최소,79.28
20180815,최소,77.69
20180816,최소,60.68
20180817,최소,81.74
20180818,최소,78.18
20180819,최소,61.22
20180820,최소,66.69
20180821,최소,76.32
20180822,최소,76.65
20180823,최소,82.78
20180824,최소,82.75
20180825,최소,68.42
20180826,최소,61.01
20180827,최소,60.83
20180828,최소,81.24
20180829,최소,81.68
20180830,최소,78.61
20180831,최소,79.3
20180901,최소,89.83
20180902,최소,61.46
20180903,최소,59.56
20180904,최소,93.75
20180905,최소,90.3
20180906,최소,93.69
20180907,최소,89.02
20180908,최소,93.4
20180909,최소,81.56
20180910,최소,82.8
20180911,최소,89.3
20180912,최소,90.21
20180913,최소,85.47
20180914,최소,88.86
20180915,최소,89.96
20180916,최소,59.25
20180917,최소,57.35
20180918,최소,88.97
20180919,최소,87.96
20180920,최소,81.83
20180921,최소,86.59
20180922,최소,65.58
20180923,최소,56.56
20180924,최소,54.48
20180925,최소,54.55
20180926,최소,55.48
20180927,최소,57.05
20180928,최소,94.05
20180929,최소,94.48
20180930,최소,90.35
20181001,최소,93.51
20181002,최소,101.26
20181003,최소,100.26
20181004,최소,92.89
20181005,최소,99.21
20181006,최소,100.66
20181007,최소,94.02
20181008,최소,89.35
20181009,최소,98.81
20181010,최소,100.01
20181011,최소,99.23
20181012,최소,96.78
20181013,최소,99.01
20181014,최소,93.54
20181015,최소,92.03
20181016,최소,98.75
20181017,최소,98.69
20181018,최소,99.8
20181019,최소,99.83
20181020,최소,99.27
20181021,최소,95.08
20181022,최소,96.51
20181023,최소,99.92
20181024,최소,99.88
20181025,최소,99.89
20181026,최소,99.89
20181027,최소,97.88
20181028,최소,92.94
20181029,최소,91.7
20181030,최소,97.2
20181031,최소,98.72
20181101,최소,101.09
20181102,최소,100.37
20181103,최소,99.17
20181104,최소,86.2
20181105,최소,94.34
20181106,최소,101.26
20181107,최소,101.17
20181108,최소,101.46
20181109,최소,101.13
20181110,최소,99.6
20181111,최소,94.59
20181112,최소,94.16
20181113,최소,100.33
20181114,최소,100.35
20181115,최소,101.93
20181116,최소,100.93
20181117,최소,99.35
20181118,최소,95.48
20181119,최소,95.61
20181120,최소,101.36
20181121,최소,101.25
20181122,최소,102.91
20181123,최소,101.67
20181124,최소,102.11
20181125,최소,98.81
20181126,최소,95.71
20181127,최소,100.52
20181128,최소,101.26
20181129,최소,100.34
20181130,최소,100.43
20181201,최소,103.85
20181202,최소,88.96
20181203,최소,86.24
20181204,최소,104.68
20181205,최소,104.43
20181206,최소,104.49
20181207,최소,104.19
20181208,최소,102.08
20181209,최소,86.56
20181210,최소,86.54
20181211,최소,104.39
20181212,최소,102.73
20181213,최소,105.92
20181214,최소,106.6
20181215,최소,106.7
20181216,최소,103.19
20181217,최소,102.89
20181218,최소,106.06
20181219,최소,106.76
20181220,최소,106.1
20181221,최소,104.66
20181222,최소,103.24
20181223,최소,100.39
20181224,최소,88.86
20181225,최소,98.74
20181226,최소,102.75
20181227,최소,106.56
20181228,최소,106.48
20181229,최소,103.48
20181230,최소,100.51
20181231,최소,88.82
20190101,최소,71.64
20190102,최소,106.24
20190103,최소,105.26
20190104,최소,105.56
20190105,최소,106.06
20190106,최소,100.08
20190107,최소,99.99
20190108,최소,107.02
20190109,최소,107.1
20190110,최소,107.3
20190111,최소,106.38
20190112,최소,106.51
20190113,최소,99.82
20190114,최소,99.34
20190115,최소,107.08
20190116,최소,106.95
20190117,최소,106.39
20190118,최소,106.55
20190119,최소,106.61
20190120,최소,99.68
20190121,최소,99.97
20190122,최소,107.41
20190123,최소,107.29
20190124,최소,107.07
20190125,최소,107.04
20190126,최소,107.06
20190127,최소,103.51
20190128,최소,99.27
20190129,최소,106.5
20190130,최소,106.42
20190131,최소,107.05
20190201,최소,105.12
20190202,최소,102.6
20190203,최소,61.72
20190204,최소,60.13
20190205,최소,53.16
20190206,최소,61.72
20190207,최소,87.94
20190208,최소,104.96
20190209,최소,102.71
20190210,최소,97.7
20190211,최소,99.13
20190212,최소,105.03
20190213,최소,105.37
20190214,최소,105.04
20190215,최소,105.08
20190216,최소,105.05
20190217,최소,97.78
20190218,최소,99.02
20190219,최소,105.17
20190220,최소,104.58
20190221,최소,103.8
20190222,최소,103.81
20190223,최소,104.29
20190224,최소,89.18
20190225,최소,100.87
20190226,최소,105.13
20190227,최소,104.51
20190228,최소,103.55
20190301,최소,108.34
20190302,최소,91.06
20190303,최소,93.03
20190304,최소,98.77
20190305,최소,109.52
20190306,최소,109.01
20190307,최소,108.55
20190308,최소,108.59
20190309,최소,107.17
20190310,최소,103.81
20190311,최소,102.04
20190312,최소,109.02
20190313,최소,108.93
20190314,최소,108.52
20190315,최소,109.02
20190316,최소,108.93
20190317,최소,104.17
20190318,최소,107.62
20190319,최소,109.2
20190320,최소,110.49
20190321,최소,109.18
20190322,최소,108.94
20190323,최소,106.45
20190324,최소,94.73
20190325,최소,94.53
20190326,최소,108.66
20190327,최소,107.91
20190328,최소,108.63
20190329,최소,107.67
20190330,최소,104.37
20190331,최소,91.47
20190401,최소,80.85
20190402,최소,95.84
20190403,최소,95.79
20190404,최소,95.89
20190405,최소,96.25
20190406,최소,94.93
20190407,최소,91.15
20190408,최소,90.7
20190409,최소,95.88
20190410,최소,96.86
20190411,최소,96.15
20190412,최소,95.92
20190413,최소,94.59
20190414,최소,92.25
20190415,최소,90.76
20190416,최소,96.29
20190417,최소,97.36
20190418,최소,97.01
20190419,최소,96.02
20190420,최소,92.53
20190421,최소,77.61
20190422,최소,81.48
20190423,최소,95.54
20190424,최소,93.57
20190425,최소,94.91
20190426,최소,94.6
20190427,최소,91.39
20190428,최소,81.68
20190429,최소,76.47
20190430,최소,90.6
20190501,최소,72.79
20190502,최소,72.85
20190503,최소,77.05
20190504,최소,73.72
20190505,최소,73.41
20190506,최소,69.61
20190507,최소,76.98
20190508,최소,77.71
20190509,최소,77.77
20190510,최소,77.42
20190511,최소,74.71
20190512,최소,71.5
20190513,최소,72.91
20190514,최소,77.16
20190515,최소,76.89
20190516,최소,73.66
20190517,최소,73.09
20190518,최소,61.11
20190519,최소,59.49
20190520,최소,58.48
20190521,최소,72.94
20190522,최소,73.08
20190523,최소,76.23
20190524,최소,76.48
20190525,최소,77.49
20190526,최소,59.27
20190527,최소,59.41
20190528,최소,72.83
20190529,최소,73.04
20190530,최소,73.21
20190531,최소,69.19
20190601,최소,70.93
20190602,최소,59.83
20190603,최소,58.9
20190604,최소,71.02
20190605,최소,70.82
20190606,최소,70.72
20190607,최소,57.64
20190608,최소,69.77
20190609,최소,58.62
20190610,최소,58.9
20190611,최소,70.58
20190612,최소,70.7
20190613,최소,70.7
20190614,최소,70.77
20190615,최소,67.31
20190616,최소,59.77
20190617,최소,58.9
20190618,최소,73.86
20190619,최소,73.96
20190620,최소,73.74
20190621,최소,73.87
20190622,최소,65.26
20190623,최소,58.62
20190624,최소,58.39
20190625,최소,72.95
20190626,최소,73.44
20190627,최소,73.99
20190628,최소,70.76
20190629,최소,71.35
20190630,최소,59.83
20190701,최소,64.61
20190702,최소,66.93
20190703,최소,66.02
20190704,최소,66.24
20190705,최소,65.28
20190706,최소,64.95
20190707,최소,61.42
20190708,최소,59.65
20190709,최소,66.9
20190710,최소,68.7
20190711,최소,69.96
20190712,최소,69.96
20190713,최소,70.34
20190714,최소,62.25
20190715,최소,60.79
20190716,최소,66.21
20190717,최소,65.64
20190718,최소,67.91
20190719,최소,69.9
20190720,최소,66.5
20190721,최소,61.76
20190722,최소,64.93
20190723,최소,69.9
20190724,최소,69.9
