No,Date,Installed_Capacity,Supply_Capacity,Maximum_Power_Last_Year,Maximum_Power_This_Year,Increasment,Supply_Reserve,Reserve_Rate,Timestamp,Maximum_Power_Last_Year  
2469,2010.01.01,7347,7200.3,5161.1,5639.1,9.3,1561.2,27.7,1:00,
2470,2010.01.02,7347,7195.3,5075.3,5547,9.3,1648.3,29.7,0:00,
2471,2010.01.03,7347,7195.8,5003,5558.1,11.1,1637.7,29.5,0:00,
2472,2010.01.04,7347,7268.8,5854.2,6614.9,13,653.9,9.9,12:00,
2473,2010.01.05,7347,7277,5964.7,6690.1,12.2,586.9,8.8,18:00,
2474,2010.01.06,7347,7258,5933.7,6785.5,14.4,472.5,7,12:00,
2475,2010.01.07,7347,7296.3,5998.4,6827.3,13.8,469,6.9,11:00,
2476,2010.01.08,7347,7296.3,5988.5,6855.5,14.5,440.8,6.4,11:00,
2477,2010.01.09,7347,7232.8,5513.1,6127.7,11.2,1105.1,18,12:00,
2478,2010.01.10,7347,7360.4,5369.1,5790,7.8,1570.4,27.1,1:00,
2479,2010.01.11,7347,7343,6264.5,6820.2,8.9,522.8,7.7,12:00,
2480,2010.01.12,7347,7295.7,6226.9,6875.8,10.4,419.9,6.1,11:00,
2481,2010.01.13,7347,7372.2,6224.5,6896.3,10.8,475.9,6.9,12:00,
2482,2010.01.14,7347,7401.4,6252.9,6893.7,10.3,507.7,7.4,11:00,
2483,2010.01.15,7347,7345.4,6183.7,6853.9,10.8,491.5,7.2,11:00,
2484,2010.01.16,7347,7362.1,5550,6107.6,10.1,1254.5,20.5,1:00,
2485,2010.01.17,7347,7298.7,5188.5,5814,12.1,1484.7,25.5,1:00,
2486,2010.01.18,7347,7301.8,5968,6734.7,12.9,567.1,8.4,11:00,
2487,2010.01.19,7347,7362.7,5984.8,6609.5,10.4,753.2,11.4,11:00,
2488,2010.01.20,7347,7368.7,5975.8,6360.8,6.4,1007.9,15.8,11:00,
2489,2010.01.21,7347,7375,5856.7,6478.3,10.6,896.7,13.8,19:00,
2490,2010.01.22,7347,7465.1,5971.8,6635.7,11.1,829.4,12.5,11:00,
2491,2010.01.23,7347,7429.2,5465.3,5970.4,9.2,1458.8,24.4,0:00,
2492,2010.01.24,7347,7465.1,5465.3,5683.5,9.2,1781.6,31.3,1:00,
2493,2010.01.25,7347,7441,4528.5,6567.7,45,873.3,13.3,19:00,
2494,2010.01.26,7347,7452,4688.1,6675.4,42.4,776.6,11.6,11:00,
2495,2010.01.27,7347,7399,5057.8,6558.5,29.7,840.5,12.8,11:00,
2496,2010.01.28,7347,7373,5616.4,6373.7,13.5,999.3,15.7,11:00,
2497,2010.01.29,7347,7398,5614.4,6503.3,15.8,894.7,13.8,11:00,
2498,2010.01.30,7347,7396.5,5021.6,5809.3,15.7,1587.2,27.3,11:00,
2499,2010.01.31,7347,7357,4896.4,5466,11.6,1891,34.6,0:00,
2500,2010.02.01,7347,7252,5673.6,6474.7,14.1,777.3,12,11:00,
2501,2010.02.02,7347,7329,5613.8,6536.2,16.4,792.8,12.1,11:00,
2502,2010.02.03,7347,7301.3,5683.3,6715.8,18.2,588.5,8.7,11:00,
2503,2010.02.04,7347,7340,5645.1,6687.8,18.5,652.2,9.8,11:00,
2504,2010.02.05,7347,7340,5656.4,6634.7,17.3,705.3,10.6,11:00,
2505,2010.02.06,7347,7340,5108.8,6058.3,18.6,1281.7,21.2,11:00,
2506,2010.02.07,7347,7316,4939.1,5696.8,15.3,1619.2,28.4,7:00,
2507,2010.02.08,7347,7359.4,5674,6555.4,15.5,804,12.3,11:00,
2508,2010.02.09,7347,7319.6,5695.7,6469.2,13.6,850.4,13.1,11:00,
2509,2010.02.10,7347,7311.7,5639.1,6364.8,12.9,946.9,14.9,11:00,
2510,2010.02.11,7347,7312.6,5596.9,6443.2,15.1,869.4,13.5,12:00,
2511,2010.02.12,7347,7317.3,5382.7,6216,15.5,1101.3,17.7,12:00,
2512,2010.02.13,7347,7272.5,4989.6,5394.7,8.1,1877.8,34.8,1:00,
2513,2010.02.14,7347,7243.3,5101,4876.2,-4.4,2367.1,48.5,0:00,
2514,2010.02.15,7347,7180.7,5929.3,5103.8,-13.9,2076.9,40.7,15:00,
2515,2010.02.16,7347,7109.7,5984.9,5655.1,-5.5,1454.6,25.7,0:00,
2516,2010.02.17,7347,7059.1,5936,6399.1,7.8,660,10.3,11:00,
2517,2010.02.18,7347,7107.7,5912.3,6471.7,9.5,636,9.8,11:00,
2518,2010.02.19,7347,7095.7,5820.5,6453,10.9,642.7,10,11:00,
2519,2010.02.20,7347,6964.6,5413.7,5767,6.5,1197.6,20.8,11:00,
2520,2010.02.21,7347,6909.9,5023.4,5394.1,7.4,1515.8,28.1,1:00,
2521,2010.02.22,7347,7018.4,5665.5,6207.2,9.6,811.2,13.1,11:00,
2522,2010.02.23,7347,7013.6,5546.8,6074.5,9.5,939.1,15.5,11:00,
2523,2010.02.24,7347,6936.8,5497.6,5887.1,7.1,1049.7,17.8,11:00,
2524,2010.02.25,7347,6928.5,5596,5844.3,4.4,1084.2,18.6,12:00,
2525,2010.02.26,7347,6984.7,5530.3,5787.5,4.7,1197.2,20.7,12:00,
2526,2010.02.27,7347,6894.5,4981.1,5351.4,7.4,1543.1,28.8,0:00,
2527,2010.02.28,7347,6840.4,4895.5,5070.3,3.6,1770.1,34.9,0:00,
2528,2010.03.01,7347,6871.9,5558.4,5417.4,-2.5,1454.5,26.8,0:00,
2529,2010.03.02,7347,6938.9,5804.7,6105.8,5.2,833.1,13.6,11:00,
2530,2010.03.03,7347,6937.8,5689.2,6056.7,6.5,881.1,14.5,11:00,
2531,2010.03.04,7347,6939,5648.8,6067.8,7.4,871.2,14.4,12:00,
2532,2010.03.05,7347,6901.9,5599.3,5994,7.1,907.9,15.1,11:00,
2533,2010.03.06,7347,6709,5147.9,5497.3,6.8,1211.7,22,0:00,
2534,2010.03.07,7347,6714.1,4887,5264.9,7.7,1449.2,27.5,7:00,
2535,2010.03.08,73470,6826.4,5540.2,6086.9,9.9,739.5,12.1,11:00,
2536,2010.03.09,7347,6811.5,5538.1,6171.9,11.4,639.6,10.4,11:00,
2537,2010.03.10,7347,6864.8,5650.6,6352,12.4,512.8,8.1,11:00,
2538,2010.03.11,7347,6851,5522.3,6171.4,11.8,679.6,11,11:00,
2539,2010.03.12,7347,6843.7,5632.2,6023.8,7,819.9,13.6,11:00,
2540,2010.03.13,7347,6613.6,5220.5,5468.5,4.8,1145.1,20.9,11:00,
2541,2010.03.14,7347,6585.5,4908.5,5117.5,4.3,1468,28.7,1:00,
2542,2010.03.15,7347,6697.7,5496.9,5961.4,8.5,736.3,12.4,11:00,
2543,2010.03.16,7347,6732.9,5367.7,6052.2,12.8,680.7,11.2,11:00,
2544,2010.03.17,7347,6736.4,5224.5,6069.3,16.2,667.1,11,11:00,
2545,2010.03.18,7347,6744.1,5210.9,6189.5,18.8,554.6,9,11:00,
2546,2010.03.19,7347,6722.8,5198.3,6098.7,17.3,624.1,10.2,11:00,
2547,2010.03.20,7347,6754.8,4709.2,5421.5,15.1,1333.3,24.6,0:00,
2548,2010.03.21,7347,6824,4674.9,5206.5,11.4,1617.5,31.1,23:00,
2549,2010.03.22,7347,6745.7,5358.8,6134.2,14.5,611.5,10,17:00,
2550,2010.03.23,7347,6718.7,5465.5,6108.5,11.8,610.2,10,11:00,
2551,2010.03.24,7347,6693.4,5507.5,5862.9,6.5,830.5,14.2,11:00,
2552,2010.03.24,7347,6693.4,5507.5,5862.9,6.5,830.5,14.2,11:00,
2553,2010.03.25,7347,6730.8,5582.2,6020.4,7.9,710.4,11.8,20:00,
2554,2010.03.26,7347,6776.2,5491.7,6047.8,10.1,728.4,12,11:00,
2555,2010.03.27,7347,6604.8,4947,5433.4,9.8,1171.4,21.6,11:00,
2556,2010.03.28,7347,6576.7,4729.5,5153.2,9,1423.5,27.6,23:00,
2557,2010.03.29,7347,6616.9,5344.8,5857.1,9.6,759.8,13,11:00,
2558,2010.03.30,7347,6688.7,5322,5894.9,10.8,793.8,13.5,11:00,
2559,2010.03.31,7347,6609.2,5406.3,5973.8,10.5,635.4,10.6,11:00,
2560,2010.04.01,7347,6637,5345.3,5813,8.8,824,14.2,11:00,
2561,2010.04.02,7347,6587.8,5321.6,5766.2,8.4,821.6,14.2,11:00,
2562,2010.04.03,7347,6373.8,4827,5342.9,10.7,1031,19.3,0:00,
2563,2010.04.04,7347,6367.2,4656.3,5006.3,7.5,1360.9,27.2,23:00,
2564,2010.04.05,7347,6446.4,5219.4,5567.1,6.7,879.3,15.8,20:00,
2565,2010.04.06,7347,6465.4,5186.4,5697.8,9.9,767.6,13.5,11:00,
2566,2010.04.07,7347,6511.6,5087.3,5662.4,11.3,849.2,15,20:00,
2567,2010.04.08,7347,6534.8,5134.2,5691.6,10.9,843.2,14.8,11:00,
2568,2010.04.09,7347,6456.1,5046.9,5560,10.2,896.1,16.1,11:00,
2569,2010.04.10,7347,6464,4595.3,5120.3,11.4,1343.7,26.2,11:00,
2570,2010.04.11,7367.3,6471.9,4419.5,4863.6,7.2,1608.3,33.1,23:00,
2571,2010.04.12,7367.3,6415,5101.2,5601.7,9.8,813.3,14.5,11:00,
2572,2010.04.13,7367.3,6453.7,5122.3,5818.1,13.6,635.6,10.9,20:00,
2573,2010.04.14,7367.3,6461.9,5206.7,5830.4,12,631.5,10.8,20:00,
2574,2010.04.15,7367.3,6486.2,5204.1,5813.1,11.7,673.1,11.6,11:00,
2575,2010.04.16,7367.3,6467.6,5039.5,5659,12.3,808.6,14.3,11:00,
2576,2010.04.17,7367.3,6593.1,4602.6,5221.2,13.4,1371.9,26.3,0:00,
2577,2010.04.18,7367.3,6611,4425,4972.1,12.4,1638.9,33,23:00,
2578,2010.04.19,7367.3,6628.1,5159.2,5581.4,8.2,1046.7,18.8,20:00,
2579,2010.04.20,7367.3,6616.3,5182.1,5507.8,6.3,1108.5,20.1,20:00,
2580,2010.04.21,7367.3,6616.3,5111.4,5552,8.6,1064.3,19.2,20:00,
2581,2010.04.21,7367.3,6616.3,5111.4,5552,8.6,1064.3,19.2,20:00,
2582,2010.04.22,7367.3,6653.9,5099.4,5655.3,10.9,998.6,17.7,11:00,
2583,2010.04.23,7367.3,6666,5105.1,5537,8.5,1129,20.4,11:00,
2584,2010.04.24,7367.3,6563.5,4791.1,5103.3,6.5,1460.2,28.6,23:00,
2585,2010.04.25,7367.3,6595.5,4603.3,4852.1,5.4,1743.4,35.9,23:00,
2586,2010.04.26,7367.3,6599.7,5122.6,5608.3,9.5,991.4,17.7,20:00,
2587,2010.04.27,7367.3,6442.6,5048.8,5638.7,11.7,803.9,14.3,20:00,
2588,2010.04.28,7367.3,6595.6,5040.7,5876.6,16.6,719,12.2,15:00,
2589,2010.04.29,7367.3,6653.2,4988.3,5631.3,12.9,1021.9,18.1,11:00,
2590,2010.04.30,7367.3,6643.7,4477.2,5501.8,22.9,1141.9,20.8,11:00,
2591,2010.05.01,7367.3,6637.3,4449.8,4926.7,10.7,1710.6,34.7,1:00,
2592,2010.05.02,7367.3,6573,4329.4,4782.4,10.5,1790.6,37.4,23:00,
2593,2010.05.03,7367.3,6514.7,4682.5,5432.8,16,1081.9,19.9,20:00,
2594,2010.05.04,7367.3,6500.2,4593.8,5412.8,17.8,1087.4,20.1,20:00,
2595,2010.05.05,7367.3,6486.6,5059.9,5063.1,0.1,1423.5,28.1,21:00,
2596,2010.05.06,7367.3,6484.5,5093.9,5470.3,7.4,1014.2,18.5,20:00,
2597,2010.05.07,7367.3,6428.8,5161.6,5351.2,3.7,1077.6,20.1,11:00,
2598,2010.05.08,7367.3,6430.8,4686.2,4922,5,1508.8,30.7,11:00,
2599,2010.05.09,7367.3,6482.2,4442.9,4667.7,5.1,1814.5,38.9,21:00,
2600,2010.05.10,7367.3,6396.7,5153.6,5391.9,4.6,1004.8,18.6,21:00,
2601,2010.05.11,7367.3,6346.7,5158.9,5420.9,5.1,925.8,17.1,21:00,
2602,2010.05.12,7367.3,6346.7,5079.4,5356.4,5.5,990.3,18.5,13:00,
2603,2010.05.13,7367.3,6416.7,5133.8,5370.7,4.6,1046,19.5,21:00,
2604,2010.05.14,7367.3,6391.7,5130.9,5354,4.3,1038,19.4,15:00,
2605,2010.05.15,7367.3,6346.6,4681.3,4972.5,6.2,1374.1,27.6,11:00,
2606,2010.05.16,7367.3,6483.2,4412.5,4650.2,5.4,1833,39.4,21:00,
2607,2010.05.17,7367.3,6487.2,5026.8,5448.2,8.4,1039,19.1,15:00,
2608,2010.05.18,7367.3,6515.3,5139.7,5524.4,7.5,990.9,17.9,15:00,
2609,2010.05.19,7367.3,6495.2,5193.6,5430.8,4.6,1064.4,19.6,15:00,
2610,2010.05.20,7367.3,6557.9,5132.4,5539.3,7.9,1018.6,18.4,15:00,
2611,2010.05.21,7367.3,6565.2,5055.4,5108.9,1.1,1456.3,28.5,21:00,
2612,2010.05.22,7367.3,6456.4,4628,4895.9,5.8,1560.5,31.9,12:00,
2613,2010.05.23,7367.3,6524.3,4396.4,4684.9,6.6,1839.4,39.3,23:00,
2614,2010.05.24,7440.7,6437.6,5195.4,5407.6,4.1,1030,19,15:00,
2615,2010.05.25,7440.7,6371.3,5303.3,5435.2,2.5,936.1,17.2,11:00,
2616,2010.05.26,7440.7,6407.9,5319.7,5414.8,1.8,993.1,18.3,15:00,
2617,2010.05.27,7440.7,6447.6,5306.5,5425.3,2.2,1022.3,18.8,21:00,
2618,2010.05.28,7440.7,6450.7,5242.3,5440.3,3.8,1010.4,18.6,15:00,
2619,2010.05.29,7440.7,6371.5,4570.9,5013.7,9.7,1357.8,27.1,12:00,
2620,2010.05.30,7440.7,6387.9,4327.8,4690.9,8.4,1697,36.2,21:00,
2621,2010.05.31,7440.7,6401.8,5257,5383.8,2.4,1018,18.9,15:00,
2622,2010.06.01,7440.7,6455.8,5377.7,5419.7,0.8,1036.1,19.1,17:00,
2623,2010.06.02,7440.7,6635.3,5206.1,5195.4,-0.2,1439.9,27.7,21:00,
2624,2010.06.03,7440.7,6555.7,5284.3,5622.4,6.4,933.3,16.6,17:00,
2625,2010.06.04,7440.7,6546.3,5332.7,5702.1,6.9,844.2,14.8,15:00,
2626,2010.06.05,7440.7,6523.7,4635.8,5228.2,12.8,1295.5,24.8,12:00,
2627,2010.06.06,7440.7,6598.6,4436.3,4827.8,8.8,1770.8,36.7,21:00,
2628,2010.06.07,7440.7,6681.6,5326.5,5936.4,11.5,745.2,12.6,15:00,
2629,2010.06.08,7440.7,6677.1,5289,5934.1,12.2,743,12.5,17:00,
2630,2010.06.09,7440.7,6705.4,5320.2,6056.4,13.8,649,10.7,15:00,
2631,2010.06.10,7440.7,6731.6,5334.3,6146.4,15.2,585.2,9.5,15:00,
2632,2010.06.11,7440.7,6750.9,5334.5,6049.7,13.4,701.2,11.6,15:00,
2633,2010.06.12,7440.7,6748.6,4772.2,5238,9.8,1510.6,28.8,12:00,
2634,2010.06.13,7440.7,6748.1,4485.4,4923.7,9.8,1824.4,37.1,21:00,
2635,2010.06.14,7440.7,6800.9,5395.8,5969.3,10.6,831.6,13.9,15:00,
2636,2010.06.15,7440.7,6840.3,5467.6,6165.6,12.8,674.7,10.9,15:00,
2637,2010.06.16,7440.7,6973.4,5458.3,6009.1,10.1,964.3,16,15:00,
2638,2010.06.17,7440.7,7000.5,5645.7,6226.9,10.3,773.6,12.4,15:00,
2639,2010.06.18,7440.7,7046.5,5803.7,6247.9,7.7,798.6,12.6,15:00,
2640,2010.06.19,7440.7,7062.6,5032.8,5496.2,9.2,1566.4,28.5,12:00,
2641,2010.06.20,7440.7,7007.6,4808.2,4973.7,3.4,2033.9,40.9,21:00,
2642,2010.06.21,7440.7,7108.8,5586.4,6105.8,9.3,1003,16.4,17:00,
2643,2010.06.22,7440.7,7139.6,5705.2,6026.5,5.6,1113.1,18.5,15:00,
2644,2010.06.23,7440.7,7124.6,5772.8,6062.9,5,1061.7,17.5,15:00,
2645,2010.06.24,7440.7,7128.8,5804.9,6213,7,915.8,14.7,15:00,
2646,2010.06.25,7440.7,7156.5,5890.1,6282.8,6.7,873.7,13.9,15:00,
2647,2010.06.26,7440.7,7148.8,5227.7,5422.4,3.7,1726.4,31.8,12:00,
2648,2010.06.27,7440.7,7061.7,4826.7,4941.2,2.4,2120.5,42.9,21:00,
2649,2010.06.28,7440.7,7215.3,6012.9,6181,2.8,1034.3,16.7,15:00,
2650,2010.06.29,7440.7,7234.3,5891.1,6269.9,6.4,964.4,15.4,15:00,
2651,2010.06.30,7440.7,7276.3,5678.1,6204.4,9.3,1071.9,17.3,15:00,
2652,2010.07.01,7440.7,7275.4,5564,6327.4,13.7,948,15,15:00,
2653,2010.07.02,7440.7,7272.8,5638.3,6327.7,12.2,945.1,14.9,15:00,
2654,2010.07.03,7440.7,7176.9,5022.4,5654.5,12.6,1522.4,26.9,15:00,
2655,2010.07.04,7440.7,7200.6,4781.1,5204.4,8.9,1996.2,38.4,21:00,
2656,2010.07.05,7440.7,7219.5,6008.9,6458.7,7.5,760.8,11.8,15:00,
2657,2010.07.06,7440.7,7184.9,5746.9,6502.5,13.2,682.4,10.5,15:00,
2658,2010.07.07,7440.7,7128.5,6055.7,6483.9,7.1,644.6,9.9,7:00,
2659,2010.07.08,7440.7,7280.1,5874.6,6349.3,8.1,930.8,14.7,15:00,
2660,2010.07.09,7440.7,7295.3,5862.2,6390.4,9,904.9,14.2,15:00,
2661,2010.07.10,7440.7,7202.6,5112.7,5692.7,11.3,1509.9,26.5,12:00,
2662,2010.07.11,7440.7,7191.8,4730.1,5032.2,6.4,2159.6,42.9,21:00,
2663,2010.07.12,7440.7,7380.5,5845.3,6264.9,7.2,1115.6,17.8,15:00,
2664,2010.07.13,7440.7,7386.8,6041.5,6340.9,5,1045.9,16.5,15:00,
2665,2010.07.14,7440.7,7383.9,5650.2,6398.5,13.2,985.4,15.4,15:00,
2666,2010.07.15,7440.7,7335.8,5902.2,6479.5,9.8,856.3,13.2,15:00,
2667,2010.07.16,7440.7,7162.3,5910.7,6343.9,7.3,818.4,12.9,15:00,
2668,2010.07.17,7440.7,7206.7,5337,5670,6.2,1536.7,27.1,12:00,
2669,2010.07.18,7440.7,7296.2,4932.3,5304.8,7.6,191.4,37.5,21:00,
2670,2010.07.19,7440.7,7381,6080.1,6568.3,8,812.7,12.4,15:00,
2671,2010.07.20,7440.7,7381,5959.2,6700.8,12.4,680.2,10.2,15:00,
2672,2010.07.21,7440.7,7381.5,5822.6,6685,14.8,696.5,10.4,15:00,
2673,2010.07.22,7440.7,7332.5,5874.3,6761.9,15.1,570.6,8.4,15:00,
2674,2010.07.23,7440.7,7274.2,5722.4,6379.9,11.5,894.3,14,15:00,
2675,2010.07.24,7440.7,7290.5,4954.2,5871.7,18.5,1418.8,24.2,15:00,
2676,2010.07.25,7440.7,7381.5,4662.5,5315.4,14,2066.1,38.9,21:00,
2677,2010.07.26,7440.7,7327,5758.5,6544.5,13.7,782.5,12,15:00,
2678,2010.07.27,7440.7,7327,5699.1,6732.3,18.1,594.7,8.8,15:00,
2679,2010.07.28,7440.7,7327,5792.3,6490.4,12.1,836.6,12.9,15:00,
2680,2010.07.29,7440.7,7327,5838.9,6619.2,13.4,707.8,10.7,15:00,
2681,2010.07.30,7440.7,7315.5,5661.1,6481.2,14.5,834.3,12.9,15:00,
2682,2010.07.31,7440.7,7230.1,4734.7,5473.9,15.6,1756.2,32.1,15:00,
2683,2010.08.01,7440.7,7288.4,4676.3,5394.6,15.4,1893.8,35.1,21:00,
2684,2010.08.02,7440.7,7355.9,4933.8,5891.5,19.4,1464.4,24.9,15:00,
2685,2010.08.03,7440.7,7382,5266.8,5808.6,10.3,1573.4,27.1,15:00,
2686,2010.08.04,7440.7,7382,5490,6266.3,14.1,1115.7,17.8,15:00,
2687,2010.08.05,7440.7,7382,5701.4,6660.9,16.8,721.1,10.8,15:00,
2688,2010.08.06,7440.7,7382,5705.2,6563.3,15,818.7,12.5,15:00,
2689,2010.08.07,7440.7,7319.3,5219.2,5904.5,13.1,1414.8,24,12:00,
2690,2010.08.08,7440.7,7310.3,5034.8,5497.5,9.2,1812.8,33,21:00,
2691,2010.08.09,7440.7,7356.9,6049.2,6728.7,11.2,628.2,9.3,15:00,
2692,2010.08.10,7440.7,7356.9,5761.9,6580,14.2,776.9,11.8,15:00,
2693,2010.08.11,7440.7,7269.6,5856.4,6520.6,11.3,749,11.5,17:00,
2694,2010.08.12,7440.7,7356.9,6069.9,6346.1,4.6,1010.8,15.9,12:00,
2695,2010.08.13,7440.7,7321.1,6073,6550.4,7.9,770.7,11.8,15:00,
2696,2010.08.14,7440.7,7252.1,5299.5,5872.6,10.8,1379.5,23.5,12:00,
2697,2010.08.15,7440.7,7283.4,5035.1,5401.5,7.3,1881.9,34.8,21:00,
2698,2010.08.16,7440.7,7242.1,6141.1,6364.6,3.6,877.5,13.8,12:00,
2699,2010.08.17,7440.7,7325.9,6267.7,6467.6,3.2,858.3,13.3,15:00,
2700,2010.08.18,7440.7,7357.4,6321.2,6745.2,6.7,612.2,9.1,15:00,
2701,2010.08.19,7440.7,7357.4,6275.3,6849.3,9.2,508.1,7.4,15:00,
2702,2010.08.20,7440.7,7434.4,6075.3,6988.6,15,445.8,6.4,15:00,
2703,2010.08.21,7440.7,7337.4,5355.2,6432.7,20.1,904.7,14.1,15:00,
2704,2010.08.22,7440.7,7311,4966.1,5859.4,18,1451.6,24.8,21:00,
2705,2010.08.23,7440.7,7396.6,6124.5,6940.4,13.3,456.2,6.6,15:00,
2706,2010.08.24,7440.7,7396.6,6097.1,6698.2,9.9,698.4,10.4,15:00,
2707,2010.08.25,7440.7,7482.6,6031.9,6514,8,968.6,14.9,12:00,
2708,2010.08.26,7440.7,7457.9,6044.4,6628.3,9.7,829.6,12.5,15:00,
2709,2010.08.27,7440.7,7395.9,6141.4,6778.1,10.4,617.8,9.1,15:00,
2710,2010.08.27,7440.7,7395.9,6141.4,6778.1,10.4,617.8,9.1,15:00,
2711,2010.08.28,7440.7,7203.8,5179.1,5940,14.7,1263.8,21.3,12:00,
2712,2010.08.29,7440.7,7306.3,4628.5,5420.4,17.1,1885.9,34.8,20:00,
2713,2010.08.30,7440.7,7272.8,5646.1,6723,19.1,549.8,8.2,15:00,
2714,2010.08.31,7440.7,7305.3,5723.3,6624.2,15.7,681.1,10.3,15:00,
2715,2010.09.01,7440.7,7305.4,5780,6884.2,19.1,421.2,6.1,15:00,
2716,2010.09.02,7440.7,7240.8,5819.4,6390.1,9.8,850.7,13.3,17:00,
2717,2010.09.03,7440.7,7193.6,5847.6,6780.2,16,413.4,6.1,15:00,
2718,2010.09.04,7440.7,7027.7,5340.2,6223.9,16.6,803.8,12.9,15:00,
2719,2010.09.05,7440.7,7004,4961.6,5490.2,10.7,1513.8,27.6,20:00,
2720,2010.09.06,7440.7,7078.5,6062.4,6636.2,9.5,442.3,6.7,15:00,
2721,2010.09.07,7440.7,7050.2,5938.6,6390.6,7.6,659.6,10.3,15:00,
2722,2010.09.08,7440.7,7078.5,5913.8,5959.8,0.8,1118.7,18.8,12:00,
2723,2010.09.09,7440.7,7078.5,5824.2,6066.5,4.2,1012,16.7,20:00,
2724,2010.09.10,7440.7,7078.5,5679.9,6431.2,13.2,647.3,10.1,15:00,
2725,2010.09.11,7440.7,6979.2,5015.9,5859,16.8,1120.2,19.1,15:00,
2726,2010.09.12,7440.7,6980.1,4711.8,5203.9,10.4,1776.2,34.1,20:00,
2727,2010.09.13,7440.7,7005.5,5531.8,6275.8,13.5,729.7,11.6,15:00,
2728,2010.09.14,7440.7,7005.5,5561.9,6318.8,13.6,686.7,10.9,15:00,
2729,2010.09.15,7440.7,6959,5597,6252.7,11.7,706.3,11.3,15:00,
2730,2010.09.16,7440.7,6959,5585,6264.4,12.2,694.6,11.1,15:00,
2731,2010.09.17,7440.7,6960,5657.5,6341.1,12.1,618.9,9.8,15:00,
2732,2010.09.18,7440.7,6712.3,5014.3,5847.9,16.6,864.4,14.8,15:00,
2733,2010.09.19,7440.7,6713.2,4694.6,5275.7,12.4,1437.5,27.2,20:00,
2734,2010.09.20,7440.7,6738.6,5522.1,5580.4,1.1,1158.2,20.8,12:00,
2735,2010.09.21,7440.7,6673,5541.2,4515.1,-18.5,2157.9,47.8,20:00,
2736,2010.09.22,7440.7,6753,5567.6,3876.4,-30.4,2876.6,74.2,23:00,
2737,2010.09.23,7440.7,6726.4,5593.9,4128.2,-26.2,2598.2,62.9,20:00,
2738,2010.09.24,7440.7,6664.5,5522.8,4713.2,-14.7,1951.3,41.4,20:00,
2739,2010.09.25,7440.7,6629.3,5080.5,4866.4,-4.2,1762.9,36.2,20:00,
2740,2010.09.26,7440.7,6711.7,4756.8,4846.6,1.9,1865.1,38.5,20:00,
2741,2010.09.27,7440.7,6659.1,5559,5609.5,0.9,1049.6,18.7,20:00,
2742,2010.09.28,7440.7,6654.6,5573.3,5604,0.6,1050.6,18.7,20:00,
2743,2010.09.29,7440.7,6631.3,5541,5591.8,0.9,1039.5,18.6,20:00,
2744,2010.09.30,7440.7,6763.4,5152.9,5624.7,9.2,1138.7,20.2,20:00,
2745,2010.10.01,7440.7,6737.2,4089.1,5593.8,36.8,1143.4,20.4,20:00,
2746,2010.10.02,7440.7,6797.9,3711,5186.5,39.8,1611.4,31.1,12:00,
2747,2010.10.03,7440.7,6712.5,3960.7,4826.4,21.9,1886.1,39.1,20:00,
2748,2010.10.04,7440.7,6666.2,4644.7,5651.5,21.7,1014.7,18,19:00,
2749,2010.10.05,7440.7,6717,5246.8,5643.8,7.6,1073.2,19,20:00,
2751,2010.10.06,7440.7,6730.6,5322.3,5647.5,6.1,1083.1,19.2,20:00,
2752,2010.10.07,7571.2,6659.9,5391.4,5737.3,6.4,922.6,16.1,19:00,
2753,2010.10.08,7571.2,6676.4,5355.8,5708.4,6.6,968,17,19:00,
2754,2010.10.09,7571.2,6558.5,4837.8,5045.2,4.3,1513.3,30,11:00,
2755,2010.10.10,7571.2,6708.6,4615.2,4833.2,4.7,1875.4,38.8,20:00,
2756,2010.10.11,7571.2,6668.7,5400.6,5777.3,7,891.4,15.4,19:00,
2757,2010.10.12,7571.2,6669.6,5458.4,5771.2,5.7,898.4,15.6,19:00,
2758,2010.10.13,7571.2,6645.3,5381.2,5736.4,6.6,908.9,15.8,19:00,
2759,2010.10.14,7571.2,6648,5451.1,5781.8,6.1,866.2,15,19:00,
2760,2010.10.15,7571.2,6508.7,5417.6,5705.7,5.3,803,14.1,19:00,
2761,2010.10.16,7571.2,6397.2,4815.9,5121.3,6.3,1275.9,24.9,19:00,
2762,2010.10.17,7571.2,6467.7,4612.1,4885,5.9,1579.7,32.3,23:00,
2763,2010.10.18,7571.2,6441.3,5457.6,5760.1,5.5,681.2,11.8,19:00,
2764,2010.10.19,7571.2,6464.9,5454.3,5812.4,6.6,652.5,11.2,19:00,
2765,2010.10.20,7571.2,6550.3,5410.1,5749.4,6.3,800.9,13.9,19:00,
2766,2010.10.21,7571.2,6531.2,5506.8,5826.8,5.8,704.4,12.1,19:00,
2767,2010.10.22,7571.2,6536.5,5444.8,5718.4,5,818.1,14.3,19:00,
2768,2010.10.23,7571.2,6602.5,4822.1,5084.3,5.4,1462.2,28.8,19:00,
2769,2010.10.24,7571.2,6555.3,4650.6,4915.7,5.7,1639.6,33.4,23:00,
2770,2010.10.25,7571.2,6655.1,5495.4,5817,5.9,838.1,14.4,19:00,
2771,2010.10.26,7571.2,6722.7,5510.3,6033,9.5,689.7,11.4,19:00,
2772,2010.10.27,7571.2,6706.7,5458.2,5932.8,8.7,773.9,13,19:00,
2773,2010.10.28,7571.2,6647.4,5501.2,6000.3,9.1,647.1,10.8,19:00,
