No,Date,Installed_Capacity,Supply_Capacity,Maximum_Power_Last_Year,Maximum_Power_This_Year,Increasment,Supply_Reserve,Reserve_Rate,Timestamp,Maximum_Power_Last_Year  
3447,2012.08.31,8155.2,7822.3,7106.1,6478.8,-8.8,1343.5,20.7,15:00,
3448,2012.09.01,8155.2,7571.7,6197.7,5819.6,-6.1,1752.1,30.1,15:00,
3449,2012.09.02,8155.2,7615.3,5486.1,5460.2,-0.5,2155.1,39.5,20:00,
3450,2012.09.03,8155.2,7711.1,6659.4,6769.3,1.7,941.8,13.9,15:00,
3451,2012.09.04,8155.2,7725.7,6627.8,6632.4,0.1,1093.3,16.5,15:00,
3452,2012.09.05,8155.2,7791.7,6499,6556.6,0.9,1235.1,18.8,15:00,
3453,2012.09.06,8155.2,7740.8,6452.4,6409.6,-0.7,1331.2,20.8,15:00,
3454,2012.09.07,8155.2,7732.9,6229.3,6486,4.1,1246.9,19.2,15:00,
3455,2012.09.08,8155.2,7675.3,5180.3,5695.3,9.9,1980,34.8,12:00,
3456,2012.09.09,8155.2,7666.3,4502.1,5260.7,16.9,2405.6,45.7,20:00,
3457,2012.09.10,8155.2,7653.2,4299.3,6338.2,47.4,1315,20.7,15:00,
3458,2012.09.11,8155.2,7705.4,4804.3,6369,32.6,1336.4,21,15:00,
3459,2012.09.12,8155.2,7711.4,5875.4,6359.8,8.2,1351.6,21.3,15:00,
3460,2012.09.13,8155.2,7764.6,6728.1,6373,-5.3,1391.6,21.8,15:00,
3461,2012.09.14,8155.2,7776.8,6740.5,6146.1,-8.8,1630.7,26.5,11:00,
3462,2012.09.15,8155.2,7630.3,6293.6,5581.4,-11.3,2048.9,36.7,12:00,
3463,2012.09.16,8155.2,7463.4,5273.8,5205.3,-1.3,2258.1,43.4,20:00,
3464,2012.09.17,8155.2,7389.5,5922.7,6051.7,2.2,1337.8,22.1,11:00,
3465,2012.09.18,8155.2,7422.7,5917.2,6163.2,4.2,1259.5,20.4,15:00,
3466,2012.09.19,8155.2,7506.5,5873.7,6155.2,4.8,1351.3,22,15:00,
3467,2012.09.20,8155.2,7458.2,5970.7,6193.3,3.7,1264.9,20.4,20:00,
3468,2012.09.21,8155.2,7449.8,5950,6150.4,3.4,1299.4,21.1,15:00,
3469,2012.09.22,8155.2,7287.7,5436.6,5607.4,3.1,1633.4,29.1,12:00,
3470,2012.09.23,8155.2,7287.7,5147.9,5264.8,2.3,2022.9,38.4,20:00,
3471,2012.09.24,8155.2,7178.7,6001.8,6195.5,3.2,983.2,15.9,15:00,
3472,2012.09.25,8155.2,7194.3,6100.3,6199.9,1.6,994.4,16,15:00,
3473,2012.09.26,8155.2,7241,5996.3,6184.9,3.2,1056.1,17.1,15:00,
3474,2012.09.27,8155.2,7155.2,6027.4,6098.8,1.2,1056.4,17.3,15:00,
3475,2012.09.28,8155.2,7288.6,5751.6,5868.6,2,1420,24.2,11:00,
3476,2012.09.29,8155.2,6840.4,5240.4,4604.8,-12.1,2235.6,48.5,1:00,
3477,2012.09.30,8155.2,6855.6,4945.4,4130.2,-16.5,2725.4,66,23:00,
3478,2012.10.01,8155.2,6834.8,5302.4,4407.9,-16.9,2426.9,55.1,20:00,
3479,2012.10.02,8155.2,6282.6,5928.2,4877.8,-17.7,1404.8,28.8,20:00,
3480,2012.10.03,8155.2,6306.2,5918.2,5192.5,-12.3,1113.7,21.4,20:00,
3481,2012.10.04,8155.2,6691.9,6008.6,5654.9,-0.9,737,12.4,19:00,
3482,2012.10.05,8155.2,6740.3,5967.4,6013.8,0.8,726.5,12.1,19:00,
3483,2012.10.06,8155.2,6530.6,5373.7,5540.1,3.1,990.5,17.9,12:00,
3484,2012.10.07,8155.2,6599,5084.2,5145.7,1.2,1453.3,28.2,20:00,
3485,2012.10.08,8159.3,6652.9,6071.2,6035.9,-0.6,617,10.2,19:00,
3486,2012.10.09,8159.3,6697.2,6069.1,6097.2,0.5,600,9.8,19:00,
3487,2012.10.10,8159.3,6631.6,6047.6,6009.9,-0.6,621.7,10.3,19:00,
3488,2012.10.11,8159.3,6703.2,6090.7,6116.9,0.4,586.3,9.6,19:00,
3489,2012.10.12,8159.3,6713,6004.4,5978,-0.4,735,12.3,19:00,
3490,2012.10.13,8159.3,6375.8,5396.2,5363.2,-0.6,1012.6,18.9,11:00,
3491,2012.10.14,8159.3,6557,5095.7,5081.5,-0.3,1475.5,29,20:00,
3492,2012.10.15,8159.3,6646.8,6110.7,6019.6,-1.5,627.2,10.4,19:00,
3493,2012.10.16,8159.3,6706.6,6144.8,6081.4,-1,625.2,10.3,19:00,
3494,2012.10.17,8159.3,6717.4,6064.4,6025.7,-0.6,691.7,11.5,19:00,
3495,2012.10.18,8159.3,6690.3,6134.3,6103.9,-0.5,586.4,9.6,19:00,
3496,2012.10.19,8159.3,6830.4,6055.4,6002,-0.9,828.4,13.8,19:00,
3497,2012.10.20,8159.3,6740.1,5462.1,5417.4,-0.8,1322.7,24.4,11:00,
3498,2012.10.21,8159.3,6696.7,5142.8,5145.6,0.1,1551.1,30.1,20:00,
3499,2012.10.22,8159.3,6707.4,6157.8,6142.9,-0.2,564.5,9.2,19:00,
3500,2012.10.23,8159.3,6834.9,6257.5,6162.2,-1.5,672.7,10.9,19:00,
3501,2012.10.24,8159.3,6915.1,6213.2,6096.5,-1.3,818.6,13.4,19:00,
3502,2012.10.25,8159.3,6820.4,6192.1,6130.8,-1,689.6,11.2,19:00,
3503,2012.10.26,8159.3,6864,6075.3,6037.1,-0.6,826.9,13.7,19:00,
3504,2012.10.27,8159.3,6636.1,5505.3,5527.7,0.4,1108.4,20.1,12:00,
3505,2012.10.28,8159.3,6469.7,5170.4,5151.6,-0.4,1318.1,25.6,23:00,
3506,2012.10.29,8159.3,6670.7,6091.3,6114.4,0.4,556.3,9.1,19:00,
3507,2012.10.30,8159.3,6670.9,6028.9,6116.5,1.5,554.4,9.1,19:00,
3508,2012.10.31,8159.3,6791,6019.2,6148.1,2.1,642.9,10.5,19:00,
3509,2012.11.01,8173.8,6879.3,6091.5,6275.8,3,603.5,9.6,19:00,
3510,2012.11.02,8173.8,7026.6,6032.6,6177.5,2.4,849.1,13.7,19:00,
3511,2012.11.03,8173.8,6706.5,5420,5519.1,1.8,1187.4,21.5,11:00,
3512,2012.11.04,8173.8,6705.1,5153.3,5303.8,2.9,1401.3,26.4,23:00,
3513,2012.11.05,8173.8,6896.6,6070.8,6326.7,4.2,569.9,9,19:00,
3514,2012.11.06,8173.8,6881.1,6117.4,6387.1,4.4,494,7.7,19:00,
3515,2012.11.07,8173.8,6933.5,6040.9,6244.8,3.4,688.7,11,10:00,
3516,2012.11.08,8173.8,6945.7,6112.5,6337.9,3.7,607.8,9.6,19:00,
3517,2012.11.09,8173.8,6889.5,6019.7,6293.3,4.6,596.2,9.5,10:00,
3518,2012.11.10,8173.8,6861.8,5405.4,5560.6,2.9,1301.2,23.4,1:00,
3519,2012.11.11,8173.8,6864.1,5210.4,5424.2,4.1,1439.9,26.5,23:00,
3520,2012.11.12,8173.8,7063,6227.1,6385.6,2.6,677.4,10.6,19:00,
3521,2012.11.13,8173.8,7089.4,6255,6507.1,4,582.3,8.9,19:00,
3522,2012.11.14,8173.8,7135.2,6129.2,6559.7,7,575.5,8.8,10:00,
3523,2012.11.15,8173.8,7194.7,6228.6,6560,5.3,634.7,9.7,19:00,
3524,2012.11.16,8173.8,7232,6121,6581.7,7.5,650.3,9.9,10:00,
3525,2012.11.17,8173.8,6924.9,5503.1,5832.5,6,1092.4,18.7,0:00,
3526,2012.11.18,8173.8,7012.5,5465.4,5587.4,2.2,1425.1,25.5,23:00,
3527,2012.11.19,8173.8,7203.5,6535.7,6684.6,2.3,518.9,7.8,19:00,
3528,2012.11.20,8173.8,7220.5,6570.9,6733.8,2.5,486.7,7.2,11:00,
3529,2012.11.21,8173.8,7251.4,6681.8,6786.1,1.6,465.3,6.9,10:00,
3530,2012.11.22,8173.8,7266.1,6755.4,6680.3,-1.1,585.8,8.8,10:00,
3531,2012.11.23,8173.8,7288,6651.2,6656.8,0.1,631.2,9.5,10:00,
3532,2012.11.24,8173.8,7130.5,5881.4,5920.3,0.7,1210.2,20.4,0:00,
3533,2012.11.25,8173.8,7264.3,5428,5602.1,3.2,1662.2,29.7,0:00,
3534,2012.11.26,8173.8,7424.2,6221,6860.2,10.3,564,8.2,18:00,
3535,2012.11.27,8173.8,7473.7,6307.9,6895.8,9.3,577.9,8.4,10:00,
3536,2012.11.28,8173.8,7442.3,6489.2,6829.7,5.3,612.6,9,10:00,
3537,2012.11.29,8173.8,7594,6554.2,6906.2,5.4,687.8,10,11:00,
3538,2012.11.30,8173.8,7568.6,6513.9,6877.9,5.6,690.7,10,10:00,
3539,2012.12.01,8180.6,7183.7,5780.7,6074.5,5.1,1109.2,18.3,11:00,
3540,2012.12.02,8180.6,7305.2,5587.8,5740.1,2.7,1565.1,27.3,0:00,
3541,2012.12.03,8180.6,7541,6711.5,7077.1,5.5,463.9,6.6,11:00,
3542,2012.12.04,8180.6,7664.7,6718,7177.4,6.8,487.3,6.8,18:00,
3543,2012.12.05,8180.6,7735.3,6650,7250.2,9,485.1,6.7,11:00,
3544,2012.12.06,8180.6,7717.6,6867.1,7274.4,5.9,443.2,6.1,18:00,
3545,2012.12.07,8180.6,7708.7,6941,7329.1,5.6,379.6,5.2,12:00,
3546,2012.12.08,8180.6,7567.3,6146.4,6482.6,5.5,1084.7,16.7,12:00,
3547,2012.12.09,8180.6,7623.6,5784.9,6263.8,8.3,1359.8,21.7,0:00,
3548,2012.12.10,8180.6,7874.8,6759.5,7426.9,9.9,447.9,6,11:00,
3549,2012.12.11,8180.6,7778.5,6901.7,7405.2,7.3,373.3,5,11:00,
3550,2012.12.12,8180.6,7791.5,6898.5,7389,7.1,402.5,5.4,11:00,
3551,2012.12.13,8180.6,7801.8,6866.7,7324.4,6.7,477.4,6.5,11:00,
3552,2012.12.14,8180.6,7811.2,6989.9,7392.8,5.8,418.4,5.7,12:00,
3553,2012.12.15,8180.6,7449.7,6418.7,6351.3,-1.1,1098.4,17.3,11:00,
3554,2012.12.16,8180.6,7454.1,6013.4,5937.5,-1.3,1516.6,25.5,0:00,
3555,2012.12.17,8180.6,7710.9,7114.5,7240.7,1.8,470.2,6.5,11:00,
3556,2012.12.18,8180.6,7972.3,7157.3,7517.2,5,455.1,6.1,11:00,
3557,2012.12.19,8180.6,7791.4,7009,6776.9,-3.3,1014.5,15,19:00,
3558,2012.12.20,8180.6,7954,7099,7515.4,5.9,438.6,5.8,11:00,
3559,2012.12.21,8180.6,7933.7,7188.6,7494.7,4.3,439,5.9,11:00,
3560,2012.12.22,8180.6,7568,6348.9,6451.5,1.6,1116.5,17.3,11:00,
3561,2012.12.23,8180.6,7713.6,6076.5,6330.6,4.2,1383,21.8,0:00,
3562,2012.12.24,8180.6,7944.5,7212.8,7430,3,514.5,6.9,11:00,
3563,2012.12.25,8180.6,7858.9,7255.4,6587.4,-9.2,1271.5,19.3,1:00,
3564,2012.12.26,8180.6,7997.2,7148.2,7598.7,6.3,398.5,5.2,11:00,
3565,2012.12.27,8180.6,7956,6898.6,7510.5,8.9,445.5,5.9,11:00,
3566,2012.12.28,8180.6,7843.1,6852.4,7307.3,6.6,535.8,7.3,12:00,
3567,2012.12.29,8180.6,7418,6031.2,6360.9,5.5,1057.1,16.6,12:00,
3568,2012.12.30,8180.6,7640.3,5812.4,6181.9,6.4,1458.4,23.6,0:00,
3569,2012.12.31,8180.6,7826.9,6901.5,6526.6,-5.4,1300.3,19.9,11:00,
3570,2013.01.01,8229.6,7673,7163.1,6017.8,-16,1655.2,27.5,1:00,
3571,2013.01.02,8229.6,8012.5,7286.5,7338.7,0.7,673.8,9.2,18:00,
3572,2013.01.03,8229.6,8071.3,7219.9,7652.2,6,419.1,5.5,11:00,
3573,2013.01.04,8229.6,8084.3,7255.2,7637.5,5.3,446.8,5.9,11:00,
3574,2013.01.05,8229.6,8062,6457,6805.3,5.4,1256.7,18.5,1:00,
3575,2013.01.06,8229.6,8096.5,6108.9,6414.7,5,1681.8,26.2,1:00,
3576,2013.01.07,8229.6,8012.9,7164.6,7538.3,5.2,474.6,6.3,10:00,
3577,2013.01.08,8229.6,8094.4,7162,7522,5,572.4,7.6,10:00,
3578,2013.01.09,8229.6,8131.8,7245.3,7560.9,4.4,570.9,7.6,10:00,
3579,2013.01.10,8229.6,8136,7198,7557,5,579,7.7,10:00,
3580,2013.01.11,8229.6,8122,7189.3,7558.3,5.1,563.7,7.5,10:00,
3581,2013.01.12,8229.6,7875.9,6374.6,6545.8,2.7,1330.1,20.3,1:00,
3582,2013.01.13,8229.6,7870.8,6037.7,6133.4,1.6,1737.4,28.3,1:00,
3583,2013.01.14,8229.6,8029.6,7142.2,7286.9,2,742.7,10.2,10:00,
3584,2013.01.15,8229.6,8054.5,6999.8,7336.4,4.8,718.1,9.8,10:00,
3585,2013.01.16,8229.6,8055.8,6987.4,7280.8,4.2,775,10.6,10:00,
3586,2013.01.17,8229.6,8133.2,6918.9,7361.3,6.4,771.9,10.5,10:00,
3587,2013.01.18,8229.6,8007.7,6629.9,7413.5,11.8,594.2,8,10:00,
3588,2013.01.19,8229.6,7939,5861.8,6473.7,10.4,1465.3,22.6,1:00,
3589,2013.01.20,8229.6,7811.7,5455,6101.3,11.9,1710.4,28,1:00,
3590,2013.01.21,8229.6,8004,5331.8,7169.6,34.5,834.4,11.6,15:00,
3591,2013.01.22,8229.6,7886.7,5605.1,7043.9,25.7,842.8,12,10:00,
3592,2013.01.23,8229.6,7956.8,6342.4,7055.5,11.2,901.3,12.8,10:00,
3593,2013.01.24,8229.6,8003.7,7045.1,7089.5,0.6,914.2,12.9,10:00,
3594,2013.01.25,8229.6,8057.8,7102.3,7334,3.3,723.8,9.9,10:00,
3595,2013.01.26,8229.6,7954.1,6301.6,6601.1,4.8,1352,20.5,1:00,
3596,2013.01.27,8229.6,7734.4,6043.6,6309.2,4.4,1425.2,22.6,1:00,
3597,2013.01.28,8229.6,7941.5,7160.9,7358.9,2.8,582.6,7.9,10:00,
3598,2013.01.29,8229.6,8053.7,7230.8,7230.9,0,822.8,11.4,10:00,
3599,2013.01.30,8229.6,7960.6,7201.2,7036.6,-2.3,824,13.1,10:00,
3600,2013.01.31,8229.6,7932,7383.3,6913.6,-6.4,1018.4,14.7,10:00,
3601,2013.02.01,8229.6,7864.2,7304,6735,-7.8,1129.2,16.8,10:00,
3602,2013.02.02,8229.6,7502.3,6548.6,6223.4,-5,1278.9,20.5,0:00,
3603,2013.02.03,8229.6,7653.8,6132.7,6033.3,-1.6,1620.5,26.9,0:00,
3604,2013.02.04,8229.6,7847.5,746.3,7035.2,10.6,812.3,11.5,10:00,
3605,2013.02.05,8229.6,7893.1,7309.8,7251.5,-0.8,6416,8.8,10:00,
3606,2013.02.06,8229.6,7902.2,7313.1,7098.5,-2.9,803.7,11.3,10:00,
3607,2013.02.07,8229.6,7933.8,7243.2,7396.4,2.1,537.4,7.3,10:00,
3608,2013.02.08,8229.6,7948.2,7253.5,7419.6,2.3,528.6,7.1,1:00,
3609,2013.02.09,8229.6,7672.3,6407.1,6246.8,-2.5,1425.5,22.8,1:00,
3610,2013.02.10,8229.6,7569.4,6036.5,5467.8,-9.4,2101.6,38.4,1:00,
3611,2013.02.11,8229.6,7628.6,7114.7,5633.8,-20.8,1994.8,35.4,0:00,
3612,2013.02.12,8229.6,7687.9,7025.3,6252.5,-11,1435.4,23,12:00,
3613,2013.02.13,8229.6,7757.2,6969,7055.1,1.2,702.1,10,10:00,
3614,2013.02.14,8229.6,7781.5,6941.4,7141.4,2.9,640.1,9,10:00,
3615,2013.02.15,8229.6,7780.4,7098.7,6969.7,-1.8,810.7,11.6,10:00,
3616,2013.02.16,8229.6,7507.2,6412.1,6395.2,-0.3,1112,17.4,11:00,
3617,2013.02.17,8229.6,7521.6,6073.3,5971.8,-1.7,1549.8,26,1:00,
3618,2013.02.18,8229.6,7566.9,7043.3,7027.8,-0.2,539.1,7.7,10:00,
3619,2013.02.19,8229.6,7662.8,7006.6,7124.3,1.7,538.5,7.6,10:00,
3620,2013.02.20,8229.6,7753.4,6883.7,7182.6,4.3,570.8,7.9,10:00,
3621,2013.02.21,8229.6,7702.2,6626.7,7129.4,7.6,572.8,8,10:00,
3622,2013.02.22,8229.6,7722.5,6614,7024,6.2,698.5,9.9,10:00,
3623,2013.02.23,8229.6,7479,6073.1,6277.3,3.4,1201.7,19.1,11:00,
3624,2013.02.24,8229.6,7501.3,5868.7,5950.3,1.4,1551,26.1,1:00,
3625,2013.02.25,8229.6,7680.6,6811.6,6951.3,2.1,729.3,10.5,11:00,
3626,2013.02.26,8229.6,7672.5,6909.1,6975.8,1,696.7,10,11:00,
3627,2013.02.27,8229.6,7611.4,6691,6691.9,0,919.5,13.7,10:00,
3628,2013.02.28,8229.6,7590.4,5967.6,6637.8,11.2,952.6,14.4,10:00,
3629,2013.03.01,8252,7414.7,6546.1,6163.9,-5.8,1250.8,20.3,0:00,
3630,2013.03.02,8252,7399.1,5788.4,6014.4,3.9,1384.7,23,0:00,
3631,2013.03.03,8252,7396.6,5592.3,5756.8,2.9,1639.8,28.5,23:00,
3632,2013.03.04,8252,7652.3,6747.5,6965.3,3.2,687,9.9,11:00,
3633,2013.03.05,8252,7607.4,6811.9,6925.2,1.7,682.2,9.9,10:00,
3634,2013.03.06,8252,7589.4,6748,6855.1,1.6,734.3,10.7,10:00,
3635,2013.03.07,8252,7532.4,6740.7,6603.5,-2,928.9,14.1,11:00,
3636,2013.03.08,8252,7545.8,6740.3,6633.5,-1.6,912.3,13.8,10:00,
3637,2013.03.09,8252,7230.1,5919.3,5712.5,-3.5,1517.6,26.6,11:00,
3638,2013.03.10,8252,7289.9,5821.4,5532.8,-5,1757.1,31.8,23:00,
3639,2013.03.11,8252,7491.7,6918,6607.3,-4.5,884.4,13.4,11:00,
3640,2013.03.12,8252,7456.3,6794.4,6605.2,-2.8,851.1,12.9,10:00,
3641,2013.03.13,8252,7463.7,6794.1,6666.8,-1.9,796.9,12,11:00,
3642,2013.03.14,8252,7497.6,6666.2,6634.6,-0.5,863,13,10:00,
3643,2013.03.15,8252,7493.9,6594.9,6675.2,1.2,818.7,12.3,10:00,
3644,2013.03.16,8252,7106.2,5848.7,5886.9,0.7,1219.3,20.7,11:00,
3645,2013.03.17,8252,6996.7,5551.6,5458.5,-1.7,1538.2,28.2,23:00,
3646,2013.03.18,8225,7364.7,6592.9,6403.8,-2.9,899.7,14,11:00,
3647,2013.03.19,8252,7364.5,6591.7,6427.5,-2.5,937,14.6,10:00,
3648,2013.03.20,8252,7389.7,6555.4,6595.2,0.6,794.5,12,11:00,
3649,2013.03.21,8252,7411.7,6631.4,6715.9,1.3,695.8,10.4,10:00,
3650,2013.03.22,8329.5,7474.3,6591.6,6696.4,1.6,777.9,11.6,11:00,
3651,2013.03.23,8329.5,6994.9,5845.5,5851.4,0.1,1143.5,19.5,11:00,
3652,2013.03.24,8329.5,7135.7,5560,5458.9,-1.8,1676.8,30.7,23:00,
3653,2013.03.25,8329.5,7235.2,6540.6,6571.8,0.5,663.4,10.1,11:00,
3654,2013.03.26,8329.5,7234.9,6413.2,6610.6,3.1,624.3,9.4,10:00,
3655,2013.03.27,8329.5,7149.8,6267.1,6462.7,3.1,687.1,10.6,10:00,
3656,2013.03.28,8329.5,7150.7,6150.5,6389.1,3.9,761.6,11.9,10:00,
3657,2013.03.29,8329.5,7164.4,6202.3,6376.8,2.8,787.6,12.4,10:00,
3658,2013.03.30,8329.5,6826.9,5599.3,5697.3,1.8,1129.6,19.8,11:00,
3659,2013.03.31,8329.5,7015.3,5382.4,5400.7,0.3,1614.6,29.9,23:00,
3660,2013.04.01,8329.5,6999.7,6205.8,6361.1,2.5,638.6,10,11:00,
3661,2013.04.02,8329.5,7022.5,6439,6487.2,0.8,535.3,8.3,10:00,
3662,2013.04.03,8329.5,6988.9,6245.5,6390.6,2.3,598.3,9.4,10:00,
3663,2013.04.04,8329.5,6989.4,6144.7,6274,2.1,715.4,11.4,10:00,
3664,2013.04.05,8329.5,6918.7,6195.5,6060.1,-2.2,858.6,14.2,11:00,
3665,2013.04.06,8329.5,6873.2,5647,5729.5,1.5,1143.7,20,12:00,
3666,2013.04.07,8329.5,6886.7,5254.5,5449.1,3.7,1437.6,26.4,23:00,
3667,2013.04.08,8329.5,6937,5963.2,6330.6,6.2,606.4,9.6,11:00,
3668,2013.04.09,8329.5,6945.4,6061.5,6409.8,5.8,535.6,8.4,20:00,
3669,2013.04.10,8329.5,6934.5,5719.2,6405.4,12,529.1,8.3,11:00,
3670,2013.04.11,8329.5,6973.7,6031.8,6409.2,6.3,564.5,8.8,11:00,
3671,2013.04.12,8329.5,6919.5,5999.8,6370.4,6.2,549.1,8.6,11:00,
3672,2013.04.13,8329.5,6706.2,5232.3,5649.1,4,1057.1,18.7,1:00,
3673,2013.04.14,8329.5,6609.3,5103.2,5379,5.4,1230.3,22.9,23:00,
3674,2013.04.15,8329.5,6845.7,5931.7,6331.8,6.8,513.9,8.1,11:00,
3675,2013.04.16,8329.5,6826.7,5949.5,6163.2,3.6,663.5,10.8,11:00,
3676,2013.04.17,8346.5,6774.2,5853.1,6192.5,5.8,581.7,9.4,11:00,
3677,2013.04.18,8346.5,6738.1,5973.6,6149.9,3,588.2,9.6,11:00,
3678,2013.04.19,8346.5,6790.6,5882.7,6131,4.2,659.6,10.8,11:00,
3679,2013.04.20,8346.5,6473.1,5602,5861.9,4.6,611.2,10.4,11:00,
3680,2013.04.21,8346.5,6485.1,5189.7,5325,2.6,1160.1,21.8,23:00,
3681,2013.04.22,8346.5,6605.1,5909.2,6089.2,3.1,515.9,8.5,11:00,
3682,2013.04.23,8346.5,6652.8,5795.4,6216.9,7.3,435.9,7,17:00,
3683,2013.04.24,8346.5,6543.4,6018.4,5988.9,-0.5,554.5,9.3,20:00,
3684,2013.04.25,8346.5,6645.1,5857.1,6127.5,4.6,517.6,8.4,20:00,
3685,2013.04.26,8346.5,6628.9,5742,6065.9,5.6,563,9.3,11:00,
3686,2013.04.27,8346.5,6420.7,5228.9,5427.4,3.8,993.3,18.3,23:00,
3687,2013.04.28,8346.5,6351.1,5006,5139.8,2.7,1211.3,23.6,23:00,
3688,2013.04.29,8346.5,6591.7,5730.3,6058.4,5.7,533.3,8.8,11:00,
3689,2013.04.30,8346.5,6596.5,5346.9,5971,11.7,625.5,10.5,10:00,
3690,2013.05.01,8346.5,6595,5919.4,5440.1,-8.1,1154.9,21.2,21:00,
3691,2013.05.02,8346.5,6597.1,5868.1,5946.5,1.3,650.6,10.9,20:00,
3692,2013.05.03,8346.5,6539.8,5825.4,5961.7,2.3,578.1,9.7,11:00,
3693,2013.05.04,8346.5,6340.4,5102.3,5310.2,4.1,1030.2,19.4,11:00,
3694,2013.05.05,8346.5,6517.5,4926.5,5075.3,3,1442.2,28.4,23:00,
3695,2013.05.06,8346.5,6520.6,5878.3,5882.7,0.1,637.9,10.8,21:00,
3696,2013.05.07,8346.5,6510.3,5972.6,5947.5,-0.4,562.8,9.5,17:00,
3697,2013.05.08,8346.5,6557.6,5918,5948.8,0.5,608.8,10.2,15:00,
3698,2013.05.09,8346.5,6608.8,5946.9,6032.5,1.4,576.3,9.6,15:00,
3699,2013.05.10,8346.5,6633.6,5938.9,6069.2,2.2,564.4,9.3,11:00,
3700,2013.05.11,8346.5,6474.7,5347.4,5393.8,0.9,1080.9,20,11:00,
3701,2013.05.12,8346.5,6411.8,5087,5077.6,-0.2,1334.2,26.3,21:00,
3702,2013.05.13,8346.5,6624.6,6010.5,6075.7,1.1,548.9,9,15:00,
3703,2013.05.14,8346.5,6601.3,5954.5,6087.3,2.2,514,8.4,17:00,
3704,2013.05.15,8346.5,6613.5,5929.7,6101.8,2.9,511.7,8.4,15:00,
3705,2013.05.16,8346.5,6568.6,5935.4,6011.1,1.3,557.5,9.3,11:00,
3706,2013.05.17,8346.5,6251.7,5880.5,5438.2,-7.5,813.5,15,21:00,
3707,2013.05.18,8346.5,6175.8,5405,5240.1,-3.1,935.7,17.9,21:00,
3708,2013.05.19,8346.5,6276.5,5139.6,5051.1,-1.7,1225.4,24.3,21:00,
3709,2013.05.20,8346.5,6531.8,5973.8,5979.5,0.1,552.3,9.2,11:00,
3710,2013.05.21,8346.5,6517.1,6091.5,5959.5,-2.2,557.6,9.4,15:00,
3711,2013.05.22,8346.5,6643,6102.9,6055.8,-0.8,487.2,9.7,15:00,
3712,2013.05.23,8346.5,6652.7,6058.3,6146.2,1.5,506.5,8.2,15:00,
3713,2013.05.24,8346.5,6710,6026.2,6192.8,2.8,517.2,8.4,15:00,
3714,2013.05.25,8346.5,6542.2,5413.1,5727,5.8,815.2,14.2,15:00,
3715,2013.05.26,8346.5,6738.1,5016.5,5192.3,3.5,1545.8,29.8,21:00,
3716,2013.05.27,8346.5,6910.4,5387.6,6257.6,16.2,652.8,10.4,17:00,
3717,2013.05.28,8346.5,6891,6011.6,6302.9,4.9,588.1,9.3,15:00,
3718,2013.05.29,8346.5,6783.1,6039.5,6209,2.8,574.1,9.2,15:00,
3719,2013.05.30,8374.9,6712.7,6099.1,6173.7,1.2,539,8.7,15:00,
3720,2013.05.31,8374.9,6732.9,6041.1,6167.7,2.1,565.2,9.2,15:00,
3721,2013.06.01,8374.9,6489.8,5612.2,5516.8,-1.7,973,17.6,12:00,
3722,2013.06.02,8374.9,6609,5186.5,5169.7,-0.3,1439.3,27.8,21:00,
3723,2013.06.03,8374.9,6689,6220.6,6259.6,0.6,429.4,6.9,15:00,
3724,2013.06.04,8374.9,6739.2,6295.8,6318.5,0.4,420.7,6.7,17:00,
3725,2013.06.05,8374.9,6820,5913.9,6338.4,7.2,481.6,7.6,15:00,
3726,2013.06.06,8374.9,6658.3,6334,6060.6,-4.3,597.7,9.9,15:00,
3727,2013.06.07,8374.9,6765.3,6255.6,6344.1,1.4,421.2,6.6,15:00,
3728,2013.06.08,8374.9,6573.1,5738.3,5835.2,1.7,737.9,12.6,12:00,
3729,2013.06.09,8374.9,6471.3,5278.8,5303.6,0.5,1167.7,22,21:00,
3730,2013.06.10,8374.9,7072.5,6322.2,6607.6,4.5,464.9,7,15:00,
3731,2013.06.11,8374.9,7142.6,6450.6,6585,2.1,557.6,8.5,15:00,
3732,2013.06.12,8374.9,7042.6,6378,6481.9,1.6,560.7,8.7,15:00,
3733,2013.06.13,8374.9,7117.5,6454.6,6627.2,2.7,490.3,7.4,15:00,
3734,2013.06.14,8374.9,7120.9,6399,6647.5,3.9,473.4,7.1,15:00,
3735,2013.06.15,8374.9,6766.3,5833,6042.7,3.6,723.6,12,15:00,
3736,2013.06.16,8374.9,6646.1,5329.8,5371.7,0.8,1274.4,23.7,21:00,
3737,2013.06.17,8374.9,7089.2,6620.5,6656.6,0.6,432.6,6.5,15:00,
3738,2013.06.18,8374.9,7203.1,6698.2,6692.9,-0.1,510.2,7.6,15:00,
3739,2013.06.19,8374.9,7187.2,6700.9,6715.6,0.2,471.6,7,17:00,
3740,2013.06.20,8374.9,7202.8,6693.4,6748.8,0.8,454,6.7,15:00,
3741,2013.06.21,8374.9,7156.3,6642.9,6703,0.9,453.3,6.8,12:00,
3742,2013.06.22,8374.9,6897.9,6003.5,6074.4,1.2,823.5,13.6,12:00,
3743,2013.06.23,8374.9,6822.6,5418.3,5291.8,-2.3,1530.8,28.9,21:00,
3744,2013.06.24,8374.9,7250.1,6679.1,6721.2,0.6,528.9,7.9,15:00,
3745,2013.06.25,8374.9,7375.1,6538.2,6787.8,3.8,587.3,8.7,15:00,
3746,2013.06.26,8374.9,7358.2,6555.8,6791.4,3.6,566.8,8.3,15:00,
